rank_emul	rank_star	rank_real	rank_outdeg	rank_tweet	pagerank	pagerank(filter)	sumM_neigh	rank_out_real	rank_in_real
3652	2728	1499	4704	3073	1377	1359	4888	940	6695
3653	2121	1370	2785	1351	2467	2398	3316	1381	42317
3654	2263	2705	1991	2481	2714	2688	1399	3675	786
3655	7151	18196	6109	11555	14584	14690	7915	16680	2458
3656	8458	25624	2633	44722	19175	19383	1841	19135	38186
3657	6621	9881	2466	16509	5473	5271	2140	12857	13402
3658	2992	11013	3209	7824	26050	26716	3205	20046	30885
3659	2617	2302	3582	4327	2142	2226	3777	2273	43099
3660	1773	588	2614	444	1609	1489	2858	1077	42042
3661	1450	1311	3070	1688	1875	1913	2846	1071	12151
3662	4455	4389	4748	13790	1206	1371	5210	1728	19589
3663	2622	939	4003	707	1832	2202	3905	1671	25549
3664	13164	34867	8131	25221	31382	31051	7587	30770	6373
3665	2355	1792	4712	1274	4555	4084	5129	2871	44033
3666	3340	5848	2755	3509	16609	16216	2648	16682	32782
3667	2392	1582	4071	904	4833	4569	4798	3439	36372
3668	2741	8218	2303	4391	17595	17527	2162	11566	17528
3669	6749	12805	3198	7671	24321	23523	2570	17254	26471
3670	3592	2886	4662	2321	9241	9470	5072	3263	31345
3671	5290	10570	1868	8806	8767	8519	1465	11716	10212
3672	2965	4693	6882	4894	5539	5998	8944	5660	6319
3673	3773	8416	6880	11358	16100	15759	7000	11732	18011
3674	2046	5252	2318	2317	15309	16337	2180	8627	7889
3675	2430	5696	7609	17904	6960	10048	9214	7707	41034
3676	4320	5394	2742	4232	8308	8305	2442	9571	27896
3677	8144	15159	2445	37476	8563	8588	2232	10667	2376
3678	2130	2173	3788	913	11167	10999	4543	6353	36867
3679	2453	896	2771	1182	1232	1213	2604	1231	18268
3680	2681	6830	2470	5347	15037	14981	2343	17060	35341
3681	7186	31062	8885	41104	36074	35552	9535	30441	40633
3682	2295	1126	3152	1291	1597	1525	3923	891	41882
3683	3943	15331	2474	7616	28692	28057	2369	26004	21782
3684	2630	1057	4310	798	3104	2955	4759	1645	21063
3685	4417	33119	2858	31103	31579	30933	3183	29425	37768
3686	4210	20490	6018	18000	38635	38580	4117	25181	40182
3687	2186	1451	3948	836	4135	3347	4619	3080	25022
3688	6176	10978	3118	7951	17890	17971	2491	11099	14581
3689	2329	11632	8210	1847	39020	38773	8298	35015	34090
3690	9158	39316	3002	36513	39258	39024	3115	37144	23738
3691	3916	4954	6672	2586	7509	7535	8758	7784	224
3692	4338	2809	5193	3514	2546	2546	5007	3513	3295
3693	6530	11207	3814	9282	13976	13798	3841	13985	12476
3694	5942	2145	4752	9226	789	779	4694	383	24986
3695	8610	36096	7316	18473	29834	30141	9579	28050	1038
3696	2398	1394	3476	947	5024	4832	3897	2623	41633
3697	7505	13111	2527	17894	11659	11317	2060	17461	8425
3698	9928	23331	3364	42098	32880	33394	3337	25850	38067
3699	3546	5758	1953	5092	8721	9829	1602	7525	32382
3700	3961	910	2901	5721	177	172	3280	107	16241
3701	6103	8120	4434	8671	7327	7267	4620	12745	13687
3702	1660	24117	7755	44382	29896	32417	10264	22043	22701
3703	2249	1059	4473	661	4009	3878	4926	1572	351
3704	8592	19737	2151	39011	13667	13903	1842	15592	11231
3705	5514	6326	2992	12387	2965	4093	2362	2961	29295
3706	4312	3287	4630	4162	557	525	5417	6354	36053
3707	1764	1712	3769	1231	2121	2099	4019	2395	734
3708	3073	6036	3207	4950	11445	11209	3393	9910	1897
3709	1859	26005	10603	38529	32423	31754	13351	24272	16957
3710	1875	1009	2968	658	2854	2733	3523	1314	39820
3711	3000	2108	3421	1908	2425	2749	3119	2359	9632
3712	4766	7132	5032	7946	17954	17547	4860	10735	26852
3713	3211	1494	4173	2417	715	822	4252	899	2094
3714	6497	29444	2596	16517	30262	30580	2507	30709	17761
3715	2743	5232	4457	3031	8427	8096	3585	9425	335
3716	4408	14403	1678	10594	19283	19018	1390	19717	2028
3717	1642	2480	3507	1569	4837	4958	3792	5453	6396
3718	11599	37013	5851	42033	38440	38158	5332	34779	23706
3719	7905	26983	2525	35985	26647	25519	2367	30992	25320
3720	4702	4346	3283	4941	4783	4511	3933	5297	11185
3721	4564	4343	3855	4584	8212	7799	4615	3093	44942
3722	12936	28579	6462	43370	25821	25527	5423	23074	4330
3723	2213	2488	2812	3757	3754	3810	2885	2002	33141
3724	1433	9694	11014	6051	18319	17812	13142	11496	5549
3725	2303	2955	4182	1633	8023	7585	4710	3946	39921
3726	4321	3470	4853	4192	8860	8203	5579	2474	42992
3727	4316	7657	4299	9629	13152	12380	5184	5161	42714
3728	11217	36041	5117	44455	40536	40604	4880	36420	39463
3729	8644	42692	2909	29798	41122	40682	3032	41173	31304
3730	4625	2360	2569	4214	1580	1632	2168	1573	16986
3731	9194	19076	8548	27154	12029	12562	10084	15347	1228
3732	2477	2284	2943	1578	6387	6117	2731	3656	29419
3733	8833	18021	4066	17265	30108	28612	4010	28037	25343
3734	3407	14395	6762	11025	17166	18055	7086	18207	27619
3735	6150	15550	2297	14025	17924	18017	2028	16032	2734
3736	6984	6686	4703	6779	3525	3544	5936	6116	672
3737	6303	9730	5701	17476	4991	5264	5779	8805	17436
3738	3873	3810	5601	6697	3431	3283	6289	2609	44961
3739	1849	347	3572	573	399	395	4212	305	4391
3740	6125	11973	2076	10844	16474	16834	1747	10938	6083
3741	2687	2841	4568	3753	2878	2726	5815	1428	20541
3742	4380	5059	3724	10728	2393	2625	3099	3170	30912
3743	5287	40151	3094	43558	39671	39255	2535	35111	31518
3744	5882	13690	10226	15536	13279	14506	11290	14694	5713
3745	8613	4501	6278	5388	5340	5208	5622	5636	1535
3746	8067	5628	2217	20377	1384	1375	1775	1175	30206
3747	7474	35297	1812	17123	38044	38079	1557	36831	21752
3748	5249	3758	3259	22708	634	638	2740	380	42563
3749	5668	11572	6048	12221	7967	7833	6624	17292	25183
3750	2602	2501	5546	2022	10202	9902	6249	5906	44530
3751	3962	6253	7502	8453	14366	12948	9503	23753	43362
3752	7843	10886	7886	18137	12881	13398	5741	9540	21437
3753	2334	19690	5415	30190	26436	26270	9674	14080	43738
3754	7751	29240	2328	43314	13533	12914	1793	33034	26603
3755	2609	5460	4483	4345	9800	9661	5468	5662	23620
3756	4801	10602	2573	9349	21433	23835	2285	16242	16201
3757	3250	5811	3028	9592	7719	7981	3160	2586	43393
3758	6225	3645	4589	5403	6680	6252	5023	2302	2864
3759	9495	37555	2615	32753	34883	35325	2317	29358	9903
3760	5372	5122	6053	7933	10584	10239	6797	3731	2883
3761	7652	14276	2320	21136	10724	10696	2405	16413	24524
3762	2913	2712	2951	3898	3404	3463	3008	2543	26323
3763	6934	14892	2191	37557	8443	8787	1694	11001	1445
3764	2404	1519	2795	3118	1006	981	2819	1026	18902
3765	5075	7017	5710	9231	5160	5025	4486	4958	9265
3766	3888	2954	3936	3229	4704	4572	4412	2354	39984
3767	8466	22515	2462	26342	16402	17889	2702	19721	18175
3768	4418	19179	9395	23526	12058	11902	14350	15388	17168
3769	2113	853	3320	1183	1096	1210	2940	743	26748
3770	7182	7628	5901	10462	7210	7073	6105	11034	36547
3771	5416	8037	4376	6975	12818	12320	5103	15423	32494
3772	8817	37490	3659	24268	37819	37815	4256	38545	29123
3773	2993	1821	3607	2774	2258	2120	4106	1747	37161
3774	2302	3903	3300	2450	11497	11070	3848	7378	11195
3775	3063	4612	3397	5152	4004	4306	3547	7897	35558
3776	3759	5690	2238	6702	7135	7097	2184	8490	15023
3777	5549	8540	2976	6405	20803	21342	2682	10770	23852
3778	2769	1079	3518	1703	438	417	4334	751	27546
3779	4450	762	3888	4857	105	103	4432	130	34703
3780	2706	2548	3886	6036	2680	2704	4617	1815	28261
3781	2002	1234	2564	1416	1814	2318	2531	1459	25163
3782	3704	10571	7511	7719	15323	16173	7843	15581	13376
3783	8804	6206	10389	16491	5499	5035	10682	4276	41906
3784	7282	6913	5956	8633	4095	4010	6947	23929	7437
3785	3040	4920	2061	3874	5139	5950	2102	4755	9334
3786	6932	12514	9684	6501	28531	27650	9652	19596	29165
3787	7296	1099	4867	5936	258	243	4874	173	19772
3788	2669	7920	2854	4300	17127	16895	3080	11845	11580
3789	7673	7703	2643	33757	2941	3187	2558	1654	37938
3790	13685	17514	9693	19364	9303	9309	9846	32348	39589
3791	3413	6028	2245	3862	3563	2957	2588	6229	41298
3792	2364	1310	3736	992	4998	4961	4099	1985	44606
3793	2696	5130	2324	3944	5133	5207	1748	5361	383
3794	9305	19996	2542	42760	9860	9597	2214	15171	5117
3795	9052	15796	6864	34958	13854	13177	7355	9014	44952
3796	2269	2105	7069	3426	2718	2685	8844	1732	29314
3797	6986	8861	7019	4828	8885	8696	9309	12288	1554
3798	1991	2797	3517	925	25383	23434	3751	17760	40397
3799	3717	3278	1676	4354	1828	1843	1222	2357	9048
3800	1236	2340	7130	572	6238	6206	7595	10546	6943
3801	2814	2716	3811	2420	2370	2414	3476	3667	1071
3802	6286	30829	4547	32044	35736	35136	6078	32522	33711
3803	9258	39686	2499	21185	25571	24900	2416	38330	35887
3804	11182	17697	8629	16699	15759	15693	7537	25534	5653
3805	5217	28049	5960	34804	24082	24000	6712	24946	34358
3806	9438	19652	4968	32959	20125	19413	4440	33836	30359
3807	3412	14756	3487	27973	11149	10524	3728	10289	39927
3808	2621	5456	4680	2355	13193	12632	4599	20894	20357
3809	8637	41743	2377	36891	40558	40066	2208	40395	10500
3810	2385	5620	4247	3374	4602	4294	5246	6879	44188
3811	3784	7345	2938	4126	16603	16300	2565	12214	11592
3812	3774	5697	2117	11292	3619	3540	1714	4607	1478
3813	5669	10387	3159	6311	19346	19742	3501	18180	33008
3814	1388	11760	5215	14178	14033	15918	6107	8001	11923
3815	2664	3195	4998	5284	2857	2863	4463	2998	27108
3816	4364	6175	5553	3035	20290	20404	4854	15552	32684
3817	1292	5569	5663	2725	14140	14375	5771	13837	10927
3818	2020	636	3823	437	1813	1649	4511	947	24231
3819	2132	4263	10725	737	32425	33062	11147	24991	26056
3820	6995	6446	3054	15402	2497	2545	2664	4228	6282
3821	5653	8809	1875	15060	6906	6688	1458	9913	8083
3822	3779	18762	7829	38704	22368	22801	5978	16245	41909
3823	7023	23934	2381	27832	13410	13529	2254	17147	6864
3824	4141	6053	2146	4002	10093	10371	1971	8915	9734
3825	3204	2623	2810	3463	3955	3726	3121	7472	34339
3826	2790	2999	4624	4190	6302	6012	5333	4006	43977
3827	2402	3199	1701	2608	7012	6855	1262	4955	1278
3828	7440	9003	5434	7861	14315	13770	4650	12626	30743
3829	3987	2192	5220	1552	7991	7960	5909	3893	5355
3830	3075	8343	4628	6400	24543	25776	6040	15174	41392
3831	2231	6633	2553	7921	6885	6917	2372	6613	29001
3832	1563	3861	4186	5458	7040	7133	4148	3663	34144
3833	4226	7889	3873	5460	23699	23374	4382	15349	10048
3834	7175	17098	2133	12666	17558	17418	1864	17392	5087
3835	5190	844	3750	4954	243	227	3808	143	29308
3836	2953	3700	2707	3330	6040	6590	2417	4885	23715
3837	3043	1823	3446	1426	4559	4577	3957	2953	44148
3838	4376	10186	4498	10535	17357	17063	4765	14915	39314
3839	7925	24164	1724	41335	20558	19991	1512	24253	22207
3840	3605	6475	4611	3912	16460	15731	4907	8665	44264
3841	5534	1940	9189	4922	1385	1409	9917	1184	17823
3842	3878	4541	3564	4003	7056	6507	4002	6081	44151
3843	2831	5001	1972	4622	5064	5063	1519	5375	30116
3844	2370	1819	3779	1065	5601	5299	4386	2683	43155
3845	4087	8079	4073	4821	7292	7309	4044	12323	12491
3846	3314	7216	3296	9007	4883	4453	4210	10340	42543
3847	4149	7093	2362	5952	10873	10132	2345	14941	25184
3848	7029	7284	4452	8734	9343	8845	3887	8732	1894
3849	1698	1140	3361	1033	2518	2402	3269	2269	8550
3850	3698	3042	3185	9174	1410	1366	3352	3608	12737
3851	6322	1334	7327	5600	1184	1122	7955	722	40228
3852	7109	18780	4046	36402	12906	12338	4724	16260	1203
3853	8734	17298	4037	23206	8398	8309	4740	9754	6919
3854	7455	16281	2950	12587	18683	17786	3325	23349	30510
3855	3950	3838	3445	6999	3294	3480	3638	1492	32907
3856	8172	9441	4356	15581	8009	7536	4183	7215	30335
3857	3590	2107	4338	1594	5786	6774	4629	2431	42930
3858	9044	7053	4527	17924	7473	7213	4300	8460	15570
3859	2813	1817	3926	2240	2054	1993	3800	2757	29854
3860	8875	32037	3709	34162	28721	29062	4708	31252	25350
3861	2889	4927	5804	3319	9130	8989	6354	8520	1891
3862	7686	8778	2524	15187	5386	5512	2231	7168	2860
3863	3713	719	3997	2601	217	216	4795	315	4746
3864	5862	18423	4435	19876	11177	11413	5227	13973	21614
3865	9352	40013	3015	33534	40227	40732	3319	38792	15641
3866	2494	2319	4151	2120	4789	4723	4374	3318	6222
3867	4024	3236	5024	2777	9327	8965	6130	3759	20151
3868	8267	19495	4031	17944	12912	13084	3461	22410	3819
3869	2994	3002	3080	4470	4521	4265	3195	3028	43682
3870	2326	1367	4397	764	2820	2826	5150	1806	458
3871	5302	4856	9826	6441	10459	10368	10608	4519	29561
3872	3609	9081	4415	4746	26224	25424	4305	19829	37661
3873	6275	3506	4210	8741	2324	2377	4400	2267	22113
3874	8915	29658	2421	34567	21355	22309	2289	22797	38183
3875	5570	5662	1642	11748	2548	3939	1297	2677	32507
3876	1956	3637	9857	5303	6317	6075	11847	3196	17315
3877	2022	699	3302	977	1624	1522	3649	963	44929
3878	7127	24993	3211	17513	26903	26308	2468	24726	30227
3879	5757	16431	5846	41766	13540	13448	6349	16213	5166
3880	8083	28466	2337	16025	36192	36755	1875	31636	12181
3881	4297	3689	5407	9449	2406	2610	6415	5070	34253
3882	7395	18680	1451	25362	9619	9390	1607	13319	10708
3883	2388	3080	4008	3404	7477	8628	4129	3958	1876
3884	4313	2828	7661	2839	3541	3499	7925	4894	4645
3885	2914	2491	3468	2097	4972	4775	3785	2301	27160
3886	2372	722	1900	2313	304	320	1745	460	26531
3887	2960	4784	3181	3039	17917	17156	2805	11395	22452
3888	6219	6312	3210	35171	2594	2482	3363	1062	44899
3889	6453	22912	2683	42055	19762	19203	2505	16237	14199
3890	3871	1772	4537	1448	3425	3142	4960	1850	21845
3891	4233	10965	3309	19909	6603	7080	3884	8302	28864
3892	5608	9481	2769	7936	21384	21303	2953	11752	28175
3893	8493	40754	2112	34258	36425	36133	1690	38860	26027
3894	10554	24793	3141	20443	17236	18496	2824	20869	13209
3895	7227	24895	2681	12993	23256	23456	3108	26907	28735
3896	9028	18198	2526	27368	11127	15977	2623	13993	32565
3897	2689	2640	3490	1353	9121	8584	4134	4361	42180
3898	8227	17411	2980	30985	13499	12909	3151	13196	22697
3899	4576	4618	5920	18020	2643	2589	6522	2268	44912
3900	2416	1541	3454	526	6842	6414	3633	3978	44353
3901	4412	2806	6586	3519	3528	3474	6902	4099	17879
3902	11159	10471	9134	11220	18078	17735	8282	15553	25493
3903	2171	1325	3923	1360	4309	4057	4355	2861	17265
3904	13327	12681	7570	30937	15654	15318	7672	30848	30421
3905	1772	7326	5821	1915	24153	24033	6088	20081	40563
3906	3025	3917	5393	6562	7429	7817	4457	3645	38070
3907	3094	29546	8326	43783	33613	35426	10530	28793	10568
3908	4973	4437	3234	25072	676	663	3714	1168	30850
3909	10655	18031	4112	22932	9461	9457	5006	12740	2096
3910	7862	11506	3131	14887	5746	5666	3383	8186	520
3911	8142	44328	1947	25538	44079	44046	2124	42911	19355
3912	5975	25003	12447	24200	18306	18894	14336	19071	20335
3913	3870	3053	1818	5859	2081	2219	1219	2058	1928
3914	3575	3606	4478	3208	10176	9937	4953	5423	32844
3915	9806	26522	2869	38947	24549	23614	2743	22802	33539
3916	2332	1763	3033	1608	3381	3435	2355	3086	3886
3917	6279	4907	1973	11959	1505	1458	1762	9639	4436
3918	1553	649	3289	320	3034	2745	3656	1823	43261
3919	5014	1460	3755	4896	652	657	3568	709	30889
3920	2570	1613	3085	1289	4428	4110	3444	1884	7033
3921	2240	2289	3858	3123	4494	4575	3716	2193	17103
3922	2154	2403	3287	2187	6706	7812	3988	3846	40531
3923	5312	13735	3102	15632	14080	13655	3368	12294	35458
3924	3260	10429	8028	14772	15607	16453	8015	10114	20883
3925	4676	5538	2764	7060	6212	5986	2571	5649	18048
3926	7094	3734	6088	4693	10567	9576	6776	2777	42151
3927	7529	16726	6185	17657	13259	12971	5530	19133	6794
3928	5523	7239	8462	4818	19600	19362	8676	17036	29138
3929	2644	1049	3927	879	2215	2107	4527	1210	40977
3930	3113	4192	7901	8006	3474	4113	10750	4851	1929
3931	3676	2774	4686	4223	2037	2046	4588	3474	12998
3932	2496	4817	3741	5748	6526	6529	3881	7347	18043
3933	2998	22761	5700	40889	33292	31237	6179	22657	42403
3934	3308	4209	2631	7303	3578	3252	2711	7200	39454
3935	8452	36872	2122	25694	30782	30407	2186	30376	20759
3936	3647	3760	4689	1720	9692	9403	5204	6316	39380
3937	10355	6260	4681	21487	2094	2135	4396	2284	28218
3938	3509	6904	6860	3908	9234	9067	6711	13897	4707
3939	6006	18841	7129	5659	21435	21861	9150	30043	12913
3940	4520	11622	9757	45073	12193	11132	11272	9573	43423
3941	3842	4995	2043	5109	2647	2706	1472	4960	9235
3942	7112	9164	3119	9028	6396	6221	3233	8765	22985
3943	9070	17104	2685	26878	8048	8426	2654	11663	1157
3944	5199	14967	5650	7917	28263	28456	4732	22097	6607
3945	7785	20689	5448	26662	17623	17562	5663	18688	22948
3946	5267	30260	2233	33761	33479	32721	2171	31024	40987
3947	8104	33055	4181	31518	28569	28237	4833	29035	6301
3948	7717	7552	5092	7426	10492	10466	4747	8323	31273
3949	5212	4624	5638	6577	6941	7225	4411	4523	14927
3950	3276	7742	9589	10040	9852	9953	11968	7363	22369
3951	9266	10654	6535	17931	8277	9475	5995	11757	2847
3952	3899	3939	3473	6525	2825	2671	4176	2507	43266
3953	3242	6437	1858	12206	4844	5244	1734	3558	28180
3954	2442	819	4238	690	2090	2039	4557	1046	29579
3955	2474	1397	3665	1414	2021	1928	3963	1832	1628
3956	4556	3806	2775	6364	2016	2030	2227	3661	429
3957	8363	19906	2855	33127	10438	10212	2724	13583	1786
3958	4246	7185	6818	6805	4373	5008	8877	7641	22367
3959	2667	17581	7268	44061	8703	8992	8443	24557	28331
3960	3107	1144	6765	1682	1237	1170	7143	1052	10451
3961	10154	38121	6789	38412	34115	33693	4596	37858	37886
3962	4257	7492	4768	7785	18694	18524	5449	5996	27745
3963	10504	27951	6402	23792	16750	16566	6673	28645	21298
3964	3817	4368	3685	2718	10135	6280	4057	6393	44506
3965	2277	3336	4193	1177	26626	24865	4581	21637	45123
3966	4167	3867	3801	3745	2603	2602	4049	3075	412
3967	3582	6699	6923	11634	5154	5161	8760	2404	10539
3968	5821	6520	1981	8708	4756	4674	1759	6464	11535
3969	2925	5042	4757	8020	7245	12902	4869	5812	5528
3970	3729	2078	3903	2354	707	650	4688	3144	35945
3971	5368	3122	6480	3239	8613	8490	7179	4873	17077
3972	3580	30336	6969	42255	29576	30605	7194	28035	18678
3973	4098	4017	5808	6800	2064	1992	7498	5622	28462
3974	7705	13029	5075	6791	14953	15601	5370	15445	24384
3975	6544	4130	3771	5937	6779	6520	4188	4656	23801
3976	2590	1300	3681	1440	2920	2684	4337	1098	33676
3977	2436	3578	3220	2432	9855	10180	3903	4471	17984
3978	9711	18406	2586	31039	20601	20170	2264	23803	35375
3979	5167	2907	4913	5325	5903	5509	5018	3503	36297
3980	4834	1518	4886	5639	326	314	4686	1759	42141
3981	2115	2231	4078	1098	8576	8278	4705	3596	13996
3982	7060	6480	6189	11925	5119	4888	7059	4943	31163
3983	4030	1672	3985	5921	298	274	4656	800	36062
3984	10372	31259	4177	41863	29723	28862	3925	26681	28017
3985	2161	6113	4868	5271	14160	14352	5816	9698	17607
3986	10103	3577	9145	7400	1054	1033	7712	1533	1301
3987	5028	7797	3173	15043	5196	5066	2554	5876	27590
3988	2803	5022	3758	3172	17106	17115	4298	6735	44715
3989	5822	9132	2189	10325	16405	16046	1894	14457	9564
3990	5799	12481	2047	13269	6480	6351	2164	11064	5795
3991	3281	3291	5013	8870	984	949	5585	8345	21645
3992	3739	6574	2532	3246	14240	15150	2073	12620	4654
3993	4693	6621	4000	4504	7702	8170	2914	10483	6713
3994	4079	955	3825	2810	692	687	3668	457	18254
3995	1911	1024	3456	1620	948	979	3953	749	21799
3996	13582	35674	10437	39159	30989	30258	10611	31504	16962
3997	8705	23142	3699	21658	22401	22372	4257	18685	10748
3998	3212	1979	3011	2255	3713	3578	2981	2211	43686
3999	4209	4508	2807	3767	3957	4160	2501	4237	674
4000	8198	21345	3322	12968	20542	19554	3551	26194	23873
4001	6929	9896	4660	12244	11861	11805	5965	18203	13773
4002	6201	3750	4105	5316	4739	4394	4583	2896	29563
4003	10862	30067	7579	18588	22066	23237	10054	22643	3988
4004	2529	2427	3710	3824	2286	2848	4383	1681	34913
4005	2325	487	3088	1200	242	253	3203	278	3714
4006	4776	14950	12224	12241	22506	23413	16299	14007	15621
4007	1701	862	3360	438	2660	2582	3729	1363	9742
4008	4707	37221	3465	40390	39720	39244	3300	36105	40683
4009	7196	14301	3829	9050	27793	26325	4755	20421	35664
4010	2798	5728	3199	3245	9389	9386	3117	13043	8179
4011	4036	1783	3850	4984	994	970	4139	828	38101
4012	12439	16920	7607	36464	15137	14643	7975	15066	34460
4013	2502	5737	3904	24465	2822	2953	4528	1883	44913
4014	3466	7288	3925	9947	6136	6057	3864	15851	34450
4015	3066	1835	5305	1441	3436	3483	5444	3036	18
4016	7353	21126	3810	9079	22480	22221	5108	28460	11553
4017	8045	30761	2815	14329	31502	30804	2706	33362	19325
4018	5274	3663	3452	7242	1959	1951	3555	2893	557
4019	6134	5296	4784	3308	11073	11305	3775	7752	2564
4020	13507	24520	11439	28581	21440	21057	11721	20601	8389
4021	11438	14021	8213	12374	7636	7865	6905	11870	4296
4022	6189	5763	4150	8593	4960	5106	4144	4680	22282
4023	3752	3013	6347	2509	9406	8861	6845	4360	10010
4024	2864	1205	3524	1551	1064	1085	3344	938	9704
4025	11752	6755	10299	19489	2488	2486	10367	1978	34147
4026	4393	23144	7218	21814	30329	30704	10839	22546	12606
4027	3156	5510	3798	5535	18140	18480	3778	8121	29442
4028	5748	8587	1703	9199	5166	5048	1169	6296	3106
4029	3312	2146	3778	2172	3022	2950	3572	2502	34259
4030	5787	2953	4144	3661	539	505	4917	4059	36212
4031	6011	23953	8756	44785	20067	20341	10030	16549	3064
4032	4889	27170	2352	28834	26354	25932	2274	22110	5543
4033	1652	3881	3766	2710	11451	11977	4515	4989	44895
4034	3877	4169	3170	5675	3827	3775	3580	3504	37176
4035	9003	11795	4063	30742	8843	8210	4150	8331	35258
4036	5154	8466	2870	7322	12808	12649	2614	14355	20092
4037	4608	7235	5136	3341	23889	23149	5049	16105	14809
4038	10122	6491	8968	17856	4641	4847	8291	4314	17139
4039	10612	44201	5197	35154	44426	44359	5496	44474	41830
4040	3643	2064	3616	3965	1333	1335	3524	3064	20205
4041	7835	13754	2531	27223	7687	7534	2318	8819	6205
4042	1756	14831	10876	30577	15765	14387	14727	26849	34580
4043	2755	2866	4580	2359	11577	11966	5174	3614	17447
