rank_emul	rank_star	rank_outdeg	rank_tweet	pagerank	sumMnei
4166	2569	2240	238	4770	2844
4167	4288	3484	4267	2451	3558
4168	4978	4660	13365	384	8143
4169	2360	4816	3080	3349	10659
4170	4702	6191	2554	2408	3676
4171	4209	13510	13495	5841	13528
4172	5533	3626	5193	4786	5580
4173	1055	2102	3344	215	2124
4174	6607	2455	5781	4911	2181
4175	8865	6766	10101	7260	8269
4176	4589	2924	3433	4698	4473
4177	1766	2588	423	3707	4080
4178	292	845	8	2352	603
4179	1839	2606	2308	3188	1266
4180	3750	2367	893	6753	1810
4181	5345	8647	2285	4121	12415
4182	7508	4805	1801	8637	7742
4183	9056	13505	13490	8459	12063
4184	5124	8033	9876	5191	9668
4185	7561	8387	11880	7495	10715
4186	7847	3701	12359	6315	5789
4187	3765	11507	9222	5645	12757
4188	2372	7827	5223	5685	11597
4189	6549	6319	12628	2987	11189
4190	4575	1362	3683	3382	1149
4191	2458	1694	5618	1236	1082
4192	7809	3967	4657	6345	5785
4193	6243	6280	354	2926	7455
4194	2616	2739	544	2000	2986
4195	4180	3513	2362	4270	3457
4196	2376	1402	2891	2059	1381
4197	3701	1936	799	4964	1365
4198	4717	1471	2606	4578	1026
4199	3639	1195	3034	3031	901
4200	6209	10617	10252	7431	12021
4201	3967	7883	8314	6529	11352
4202	6993	4987	5323	5001	6297
4203	3632	11876	5925	5667	13158
4204	6792	3900	4091	5013	3931
4205	5165	4761	2012	6990	6467
4206	3971	683	5808	1517	464
4207	5211	1562	2921	1915	2001
4208	8570	7888	9788	7013	9939
4209	5536	8182	11600	4808	11394
4210	4760	5591	5265	2525	10554
4211	4222	1468	2776	3034	1389
4212	4411	6850	6590	5217	8543
4213	8535	7841	12301	6928	10484
4214	5683	11461	12297	7503	12169
4215	4410	3799	1629	6413	2984
4216	2723	3725	6132	4501	3289
4217	5820	1707	8654	2441	1819
4218	4381	8202	12737	2797	11206
4219	5491	12624	7649	5726	13150
4220	2218	1175	3699	2878	848
4221	9614	4748	9450	4135	6779
4222	4624	1843	2983	3208	3998
4223	4238	7612	6282	4686	10845
4224	6198	7697	9157	4846	11149
4225	5058	3321	3836	6625	3105
4226	2659	2365	10197	3195	2211
4227	5850	8074	12523	6540	11179
4228	5464	1849	8128	2967	1727
4229	9986	6412	11827	6690	6965
4230	5493	1439	4713	3634	1346
4231	2404	1266	2099	2883	817
4232	9895	13407	13376	7591	12496
4233	4395	1549	711	2882	1232
4234	11514	13394	13358	7589	12488
4235	2332	8192	12723	3977	12301
4236	3836	8199	10717	4483	11901
4237	9195	11114	9685	7354	12237
4238	11487	12166	12528	8366	11865
4239	1764	980	872	650	789
4240	6330	2652	6483	3399	3551
4241	4373	2364	2377	5149	4182
4242	2582	2363	4766	1718	2400
4243	6451	6264	12484	6366	8662
4244	5592	10948	8645	8418	11615
4245	4241	7789	9192	1658	11570
4246	10150	12303	11529	9011	11614
4247	2147	1581	297	3820	1428
4248	2079	1355	1974	1595	1412
4249	8210	3189	12659	4640	3974
4250	4979	2221	1946	4084	2791
4251	6357	4682	5730	7044	8030
4252	4923	4529	4954	4063	8475
4253	4660	7336	6432	6389	9289
4254	9918	9427	7715	8938	11374
4255	10204	7650	11123	7878	10269
4256	1424	971	2320	1572	770
4257	3979	1363	2590	3768	1260
4258	9374	5342	13133	9222	4459
4259	5887	2901	9463	3405	2066
4260	5611	1436	2034	4583	1111
4261	4313	3023	1623	3419	2903
4262	10606	13330	13280	9037	11729
4263	2981	11982	11408	5598	12948
4264	6735	4714	3064	8111	8388
4265	7606	9056	5133	8339	11132
4266	5934	4474	11084	4581	9354
4267	4662	1597	3335	3385	1511
4268	3957	1205	442	2554	1134
4269	1870	926	606	1538	626
4270	5400	13197	11860	7580	12435
4271	8796	11918	7968	8430	11946
4272	6566	2666	10497	3026	3795
4273	5010	12418	10663	5556	12913
4274	7368	6820	6585	8685	9557
4275	3966	5225	9291	4067	9133
4276	5698	11551	12318	7519	12180
4277	2621	2281	4804	2500	2633
4278	8019	8456	13526	6536	11522
4279	5930	5100	5695	6794	3549
4280	10478	10035	5052	7399	12309
4281	4341	3608	5319	3472	4785
4282	5106	3098	5021	4089	2690
4283	1380	963	839	1700	712
4284	3795	1437	2463	1872	1103
4285	2533	1806	11349	949	1850
4286	5451	5815	6644	4744	9932
4287	4664	4975	5828	3403	9513
4288	5140	10721	9613	5476	12641
4289	5705	12686	12775	5707	13153
4290	4111	3903	2370	5273	2703
4291	9092	12366	11554	9026	11663
4292	7771	11907	11383	6944	12065
4293	5957	7648	3767	5056	10271
4294	7229	10554	12105	7429	11781
4295	7661	11802	11345	7579	12436
4296	5797	2558	1823	2726	7067
4297	1294	1248	821	1819	1084
4298	1936	1314	652	3336	895
4299	4863	1633	1301	3854	1491
4300	4249	2453	861	2638	3091
4301	2368	1586	2909	1474	1263
4302	2496	1672	518	3645	1493
4303	5701	11454	7585	5584	13097
4304	2425	2826	11229	335	4044
4305	7698	13180	13118	7576	12433
4306	3620	3175	6776	966	5756
4307	6710	5926	1509	5242	3671
4308	5115	2318	6802	2508	5439
4309	4419	1454	3749	3495	1658
4310	6621	11476	10403	7509	12171
4311	7129	8681	6567	8302	11764
4312	8365	2113	13102	6330	1886
4313	7641	3596	6021	8041	4104
4314	8368	11404	8717	9036	11286
4315	10481	6380	11722	8613	8103
4316	3030	12359	5723	5566	12313
4317	4749	2069	2536	4166	3129
4318	2436	1345	11055	504	1211
4319	6258	12228	11501	7400	12266
4320	3231	12252	10620	5760	13307
4321	4942	3217	1672	4709	4405
4322	4537	12794	12842	5621	13043
4323	7565	4798	299	7961	4945
4324	9946	4851	4734	9517	4497
4325	2825	1039	3150	2598	707
4326	3718	1578	334	4177	1352
4327	4743	8159	12663	4478	11892
4328	4922	4652	13208	4286	10064
4329	1384	1211	932	1895	899
4330	3793	7826	5710	5575	11608
4331	3775	13525	13513	5769	13514
4332	3462	12819	11715	5766	13498
4333	4447	12426	11571	5767	13515
4334	4199	3123	2448	3885	7039
4335	6582	10038	7436	5397	12589
4336	3622	968	3770	1503	906
4337	5569	4523	10357	4136	8958
4338	10460	11883	11375	8385	11841
4339	7263	3727	7053	7024	4415
4340	2615	2805	6271	2241	2370
4341	6831	1874	1677	2683	1829
4342	6426	3064	7356	4610	3212
4343	5470	2371	4451	4299	2064
4344	2311	1995	1009	4913	1276
4345	2070	3642	2416	4048	8174
4346	5415	10815	9125	5489	12805
4347	4135	1279	1712	2602	1022
4348	9826	11022	11138	8395	11545
4349	2552	4359	4540	2351	6094
4350	2874	8060	11454	5108	10152
4351	5253	1328	4027	3675	1069
4352	3770	9760	7741	7358	12256
4353	4686	7332	9544	5263	7866
4354	2551	3950	8123	662	9010
4355	5101	4395	5655	4961	5199
4356	4371	3870	5979	3568	5916
4357	4218	4977	2748	2836	7263
4358	876	1268	274	1731	1094
4359	8605	10773	11090	7385	12117
4360	4083	11603	11269	7524	12185
4361	4872	7880	7595	5190	9363
4362	9035	1657	8475	3410	1650
4363	9608	8073	9330	9611	9701
4364	4402	5740	1298	6668	8687
4365	6293	3780	4482	3860	7919
4366	4213	10278	9557	5440	12612
4367	9605	12059	10565	8445	11488
4368	6055	12584	10714	7573	12448
4369	3592	8165	10676	3911	12292
4370	6848	6005	7510	3179	3784
4371	3469	11926	10519	5430	12878
4372	6725	10060	10180	8350	11773
4373	7066	5239	10546	6661	6962
4374	4718	1252	597	1154	1283
4375	4443	11052	10314	5521	12672
4376	2546	1608	740	4179	1122
4377	4200	10334	10211	3220	12604
4378	625	1157	51	2067	922
4379	4272	4579	10568	1224	5718
4380	5395	11537	9229	5546	12965
4381	6998	4322	574	8045	2941
4382	3660	4255	2617	4990	3195
4383	6887	2699	2101	6480	3145
4384	5040	3294	1808	1371	2059
4385	2984	11440	7929	5713	13226
4386	1475	1255	498	1710	792
4387	1629	1105	556	4180	791
4388	5509	3860	9465	4782	6386
4389	10225	8056	9894	9555	9599
4390	5155	4984	1891	4119	5482
4391	1507	1361	2118	1063	951
4392	7546	8068	9327	5291	10970
4393	6571	3157	5915	4323	3252
4394	5139	13189	9428	5740	13359
4395	5793	5231	9294	2324	8870
4396	7786	12042	12479	7567	12243
4397	2293	1458	11468	2423	1415
4398	4022	1911	5097	3451	2399
4399	5795	4057	7290	2532	4196
4400	8557	10601	12108	7432	12109
4401	7120	5887	4024	8028	7539
4402	1861	2508	8290	578	2224
4403	4556	2899	6162	4530	3581
4404	2788	1213	3208	1249	1228
4405	10526	7769	7258	9830	6026
4406	5278	11268	8279	7493	12247
4407	9297	3427	12835	5288	4554
4408	7043	11408	9745	7552	11572
4409	5245	1957	7853	2458	1858
4410	5071	1747	4026	3650	1617
4411	5356	2009	5049	2463	2951
4412	7333	2346	4740	6615	3439
4413	7584	12749	12811	7488	12329
4414	4363	1853	4944	3613	2269
4415	4394	7030	10947	5387	11533
4416	5325	7736	7889	5235	6848
4417	7171	9234	3809	7359	12221
4418	7176	3218	6794	3657	2966
4419	3528	1506	2930	3474	1736
4420	6912	3634	5064	6994	4584
4421	3707	8960	2569	7549	12214
4422	9004	6583	4698	8194	8599
4423	5590	2254	4919	6308	1385
4424	8121	5304	11693	6418	9978
4425	5799	2550	1368	6877	1944
4426	3465	8504	4816	5326	12080
4427	6077	10216	6669	9010	11659
4428	10349	7172	12020	7078	10265
4429	6399	2473	8982	4352	3847
4430	5448	8945	413	7346	11950
4431	6590	3797	5253	4325	7613
4432	6306	9485	10943	7369	12084
4433	6482	7707	4949	7249	4402
4434	1471	1254	212	2754	839
4435	3110	12087	12499	5718	12822
4436	4025	1803	4957	4571	1155
4437	7925	6040	7855	9806	5099
4438	6711	7953	9269	7290	7228
4439	4285	2257	6066	3004	2983
4440	5977	9513	4743	7529	12375
4441	5235	9194	2298	7357	12302
4442	8577	4509	7553	8538	5808
4443	5806	1735	4505	5137	1797
4444	6536	1796	12061	1136	2080
4445	4577	6003	2712	6768	7703
4446	3651	10318	5851	5432	11569
4447	3257	11364	3106	5317	10889
4448	685	1163	201	1151	760
4449	4636	1999	1203	6505	2266
4450	3827	2829	7601	1651	4131
4451	4680	2078	1961	3660	2292
4452	8417	11578	8742	9012	11735
4453	11594	10244	6913	11979	9388
4454	12426	11500	11238	7305	12192
4455	2960	10785	12137	5482	12644
4456	4583	4564	11355	4356	5033
4457	10279	13295	10877	8842	10987
4458	2636	2347	3906	1647	4125
4459	2210	2604	5439	1132	2283
4460	5287	1660	6414	3656	1904
4461	7464	4151	6560	7767	3925
4462	1365	1294	1077	1171	1037
4463	3412	12341	12611	5386	12885
4464	9619	4566	12412	7751	7055
4465	1289	901	1046	1589	537
4466	1318	1400	936	1162	1214
4467	1761	1789	2164	899	2021
4468	2493	1494	355	3504	889
4469	4864	6732	10096	6671	11205
4470	5937	2728	1329	6553	2345
4471	7278	12796	9408	8412	11944
4472	7072	8529	208	10976	10444
4473	1143	1312	259	479	966
4474	5498	2000	1317	4657	3166
4475	4184	1589	2573	3796	1348
4476	7080	5048	6255	6607	8308
4477	3510	2403	8878	3044	4544
4478	5628	2915	1918	6559	1814
4479	4701	4691	3164	3762	10545
4480	2261	1945	2313	2543	3153
4481	6963	4503	12192	2788	9818
4482	3901	1701	1136	4725	1193
4483	4843	10936	10302	7461	12132
4484	5193	2490	6954	2334	2222
4485	3893	2927	8970	4083	2311
4486	6826	13291	13238	6501	11726
4487	4117	1692	2487	2658	1129
4488	10064	11948	9857	10007	11123
4489	5567	11026	11140	4127	12671
4490	4994	11342	11203	5661	12776
4491	7679	3959	9541	6489	8430
4492	10424	11717	9808	7531	12556
4493	8589	3349	9045	7822	3309
4494	3249	12332	12607	5443	12911
4495	11236	10307	11029	8393	11912
4496	2234	4086	11560	3231	10014
4497	6915	3628	3604	6702	3926
4498	9290	9567	3092	9362	10883
4499	7645	11035	9667	7471	12130
4500	3763	7971	9281	5244	8041
4501	673	1090	231	2341	691
4502	8516	12767	7654	8451	12071
4503	1892	1496	464	4276	1139
4504	9938	12745	12807	9414	11414
4505	3694	5176	4352	3667	5773
4506	5826	4335	8500	2915	5233
4507	2509	3519	7365	4154	5686
4508	2130	2313	2175	1139	1561
4509	917	1577	24	4563	1286
4510	4635	10678	4941	8380	11623
4511	2522	1073	91	2550	983
4512	5055	3258	6347	2631	1854
4513	2649	8015	9300	4690	11582
4514	2847	5123	6991	5107	4724
4515	5189	10938	5698	8371	11891
4516	3669	4487	8642	458	7872
4517	6925	5872	3844	6728	6669
4518	3965	1851	2816	4272	3198
4519	4984	6344	10711	5254	3826
4520	1519	1193	515	1617	832
4521	6806	7239	5642	7277	7678
4522	9579	13199	11861	8448	12047
4523	5410	11281	12244	5552	12848
4524	8425	6868	5974	9061	9180
4525	476	804	154	983	468
4526	5973	2763	4206	4873	2389
4527	4189	2333	2782	3450	2874
4528	9913	13294	13245	7569	12464
4529	1327	1167	444	1536	833
4530	7458	5986	7197	6903	9460
4531	3560	1453	1642	4082	1101
4532	724	833	247	1227	509
4533	5343	1065	595	551	859
4534	2306	1260	1890	3158	840
4535	8477	11949	12446	7555	12222
4536	4762	2622	5632	2899	2905
4537	9684	7604	7526	9653	8813
4538	3874	5658	5605	2804	10552
4539	4017	3042	2248	4106	5839
4540	7284	5211	11352	3039	4599
4541	5520	3765	2004	5053	2570
4542	4104	3226	4481	6375	3054
4543	5369	8385	10872	5274	5951
4544	8026	9373	4088	9956	11057
4545	4330	884	5690	1707	600
4546	3943	8409	10881	5696	11727
4547	6262	12172	11484	5731	12847
4548	5446	1835	1840	3606	1639
4549	1631	945	1539	1246	684
4550	6424	4444	3152	8496	4489
4551	6840	2182	7947	4722	1932
4552	7302	9127	1878	7352	12434
4553	4415	8063	6541	5257	7057
4554	9904	13324	13275	9433	11477
4555	7601	7548	7205	8004	10204
4556	7190	5422	1369	7330	5477
4557	6902	13073	11814	7536	12402
4558	5326	2462	2444	5258	2961
4559	7553	4289	1441	8714	5525
4560	8188	12368	9935	7568	12487
4561	2222	4909	8090	602	9409
4562	5913	12165	12525	7575	12257
4563	1793	1088	577	2595	646
4564	3912	2215	734	4819	2160
4565	2764	7674	6492	4937	10946
4566	7415	6308	7992	7939	8603
4567	8599	12784	11703	8390	11921
4568	4810	2886	889	6516	2560
4569	7473	3028	336	8175	2326
4570	5923	10493	7484	5447	12694
4571	445	907	131	1057	549
4572	4991	9155	5136	5337	12565
4573	4555	11013	6984	4251	12137
4574	4906	4186	3966	6884	4389
4575	3588	1212	2692	1637	946
4576	4617	7874	9238	5070	10438
4577	10999	6399	10047	9835	6407
4578	1752	1417	1205	1908	1445
4579	8325	12346	11545	8443	12012
4580	1723	2307	1227	2501	1773
4581	4770	11333	11197	7502	12153
4582	6468	2014	5358	4667	2028
4583	9515	12891	12900	9028	11703
4584	7983	7437	12092	6533	11312
4585	2513	8197	9978	5852	11655
4586	5076	7623	10297	4226	11364
4587	5994	2557	3706	6960	1929
4588	3580	1897	2030	3014	2896
4589	1570	1557	458	1096	1235
4590	4801	1677	694	3797	1452
4591	9251	7585	9122	9137	7659
4592	10449	7711	12202	9632	9591
4593	1020	1267	910	1358	933
4594	9431	11779	10482	8996	11165
4595	3188	13016	10831	5601	13130
4596	6433	1903	8668	4861	2194
4597	2575	1315	961	3773	766
4598	7934	7852	8303	7293	6753
4599	5171	4743	7346	2529	11168
4600	4397	2438	1314	3697	2604
4601	6469	6356	9391	6780	9183
4602	3870	1659	3425	2350	1673
4603	4855	2076	8094	3823	2885
4604	9455	8022	11412	7983	10494
4605	3441	11307	8704	5585	11819
4606	7184	7673	11136	8736	9278
4607	11553	11178	11172	8991	11549
4608	3496	1354	340	3604	1131
4609	3844	8043	9887	4674	10902
4610	9962	2655	12217	4654	2651
4611	4629	3050	8925	823	3268
4612	7457	3922	4211	6757	3897
4613	6685	1899	9610	3833	2778
4614	3884	5323	11758	3406	10966
4615	4867	4205	1105	7746	2108
4616	8914	1838	2851	6292	2085
4617	2132	2601	5275	1115	7995
4618	6872	3690	6759	7999	4159
4619	4644	1593	3824	2507	1692
4620	2442	13491	13472	4129	13469
4621	5732	1533	2013	3049	1342
4622	6830	12235	9337	9031	11484
4623	7501	7716	10328	6921	9823
4624	3815	1529	822	4250	1227
4625	6865	2507	8713	314	3167
4626	8159	5743	8494	7980	9629
4627	10413	10769	12136	8982	11542
4628	6211	2752	5980	6380	2331
4629	6643	3953	3929	6920	5540
4630	6442	10392	11037	7869	11779
4631	4205	1852	6270	1525	2044
4632	2670	1505	5166	1286	1480
4633	11782	12245	11507	8402	11954
4634	2080	1786	585	4925	1471
4635	7277	2843	10675	3693	3033
4636	4805	3401	10501	4165	3513
4637	4473	9459	6613	5664	13246
4638	4370	2640	12073	4305	2182
4639	4320	2349	2442	4324	2520
4640	4590	5191	10441	4874	8118
4641	7807	6771	5003	8233	7550
4642	7863	9103	1361	11404	9661
4643	986	1335	1215	789	1237
4644	2096	1881	1565	3194	2366
4645	8041	2279	8763	6326	2807
4646	4479	10563	9088	7496	12272
4647	5111	8162	9367	5488	11606
4648	8263	7762	6752	9325	9100
4649	9426	1848	8521	6518	1601
4650	5972	4424	5197	7771	3072
4651	5354	4666	13551	6643	4520
4652	5479	4317	8493	4262	5649
4653	3728	1131	2906	2691	947
4654	4839	9647	6865	5369	13269
4655	3549	6878	1166	6833	10224
4656	6309	9087	3251	5332	12709
4657	4421	6301	12571	4441	5642
4658	4499	12069	12493	5721	12825
4659	5999	3812	1562	6761	3836
4660	5658	3501	10914	4711	4981
4661	7518	12691	11664	7411	12318
4662	434	3593	3371	644	8878
4663	8179	13411	11939	7557	12497
4664	5500	2374	6472	2674	4006
4665	5989	1542	5501	3552	1440
4666	3685	4999	4655	4145	10808
4667	2483	1226	1110	2314	1066
4668	2771	1334	1017	3124	659
4669	3703	2451	2526	3326	1775
4670	7111	12761	10765	8441	12054
4671	4572	1344	4327	1810	989
4672	8487	2085	10168	4791	3363
4673	7292	11481	11232	8417	11820
4674	4766	11648	9793	8422	11833
4675	3658	5153	7914	5209	9991
4676	4318	1890	3584	4830	2868
4677	5621	10116	8551	7406	12261
4678	6345	7660	8246	5208	9439
4679	4637	2780	5324	2890	3530
4680	5912	9626	10136	5366	12575
4681	748	1033	817	720	878
4682	6997	5396	3465	8853	3594
4683	4885	11028	7239	4825	12356
4684	1515	935	1332	1462	699
4685	7767	4950	5461	8148	5310
4686	958	2656	8691	1117	4757
4687	4821	7189	1925	6839	10850
4688	8959	13543	13538	9432	11523
4689	6594	9278	8464	7363	12275
4690	8556	13051	13019	7512	11971
4691	6016	6187	11281	6422	8284
4692	6208	11340	5552	7559	12228
4693	4245	3525	3894	2761	5157
4694	6509	8625	11977	5570	12714
4695	3846	3676	6502	2277	3588
4696	11927	12201	12539	8449	11867
4697	259	1028	70	1798	704
4698	4579	4516	4247	6586	2621
4699	7617	11700	9804	9015	11688
4700	2139	3284	3179	1229	3814
4701	4726	4204	1143	6698	7823
4702	2374	6811	7087	4794	10761
4703	8541	3691	7271	3374	5588
4704	3959	1465	909	4153	1019
4705	5776	11235	2418	8970	11219
4706	11014	12831	10784	10004	10951
4707	1162	1310	1018	1955	909
4708	5686	10647	10260	5460	12844
4709	7411	5929	5498	8813	4871
4710	3978	1526	137	2355	1224
4711	4653	2123	1196	4509	2557
4712	4044	13469	13449	5681	13530
4713	12225	8133	12601	1898	11046
4714	3999	1687	2191	2255	1581
4715	4451	12246	9914	5756	12864
4716	6941	5704	5991	7906	9174
4717	6472	3706	3390	4053	3386
4718	8946	11062	10316	8396	11796
4719	1928	1011	640	869	852
4720	8016	3404	9841	6288	4357
4721	4368	6038	8634	4634	9243
4722	2903	2013	1476	4183	1821
4723	3955	6386	12879	4244	10810
4724	9681	7344	8564	7058	8911
4725	4651	4442	7488	4175	8333
4726	8607	10285	8573	7932	11775
4727	4678	1538	4412	1302	1586
4728	2286	1231	186	2901	779
4729	5713	1827	945	3665	1788
4730	3309	11667	12355	5630	12748
4731	6322	12661	11645	7551	12529
4732	7101	10923	8236	7460	12476
4733	3653	8039	6128	6896	10793
4734	10907	6010	12124	7713	7600
4735	5617	6145	6519	6641	7947
4736	5274	3030	1044	6902	3028
4737	6545	7854	9224	7059	10140
4738	4657	5889	10997	3599	10789
4739	4632	11413	10394	5573	12718
4740	6910	8047	9321	8248	10500
4741	4095	2058	3122	2992	3128
4742	2555	6375	10004	3947	11410
4743	3837	2777	3149	2649	3911
4744	9612	10994	12178	7438	12127
4745	1204	1126	216	921	637
4746	11776	10719	10273	10898	10489
4747	2203	1017	939	2937	938
4748	7088	10073	6041	8959	11557
4749	4695	1613	1690	2534	1635
4750	3781	1760	4807	1650	1735
4751	10633	13231	13169	9022	11709
4752	1067	1180	268	2369	871
4753	4122	4492	8237	6608	6695
4754	1643	1086	55	2386	627
4755	9713	11521	12311	8727	10584
4756	2677	1929	256	4033	1060
4757	7766	2486	9078	4909	1883
4758	5743	2691	3461	6338	2643
4759	5294	3306	3196	4901	2436
4760	9507	7885	12337	6592	10144
4761	6917	3650	6956	5175	6277
4762	4484	12964	10818	7542	12456
4763	7145	4884	5281	7027	5747
4764	3839	5251	9326	3683	9519
4765	7988	9266	3987	5342	12603
4766	5102	2141	2733	7100	1956
4767	7899	4866	185	9254	5660
4768	1830	7935	12384	3420	7517
4769	8246	6224	7612	7698	6383
4770	9778	13482	11961	7546	12525
4771	7492	8781	3299	8147	11335
4772	6587	4886	7719	2749	6137
4773	4869	1733	1360	2298	1222
4774	10234	7255	3678	9892	5345
4775	2487	1238	580	4138	816
4776	10085	7510	12116	7190	8738
4777	3914	7364	5061	1570	9785
4778	2087	972	2071	1645	635
4779	3226	12428	11572	5473	13069
4780	9565	7887	12339	7041	10342
4781	7348	2939	6650	6646	3260
4782	926	1572	103	2499	1369
4783	4713	13213	9432	7547	12539
4784	11763	11074	11152	8967	11379
4785	5899	10717	8213	7441	11786
4786	6646	2977	7941	4433	2962
4787	4725	5064	2647	6304	8557
4788	6879	6794	4079	8261	5998
4789	4757	4243	4185	2074	6241
4790	4735	2025	6754	618	1610
4791	6600	5912	6236	4167	10523
4792	6836	5434	571	4347	10244
4793	4714	13446	11952	6943	11743
4794	8861	10415	3756	10228	10882
4795	6355	2485	9075	3201	2614
4796	8715	2383	8723	1542	2618
4797	5960	2955	5878	6685	4220
4798	10124	11735	11319	7368	12323
4799	7409	7850	12306	6675	11159
4800	6457	6595	4062	5203	7810
4801	5070	1725	3880	4586	1390
4802	1538	1530	222	1277	1458
4803	7733	2612	6853	2957	2455
4804	4697	6153	11220	4947	10582
4805	7132	3684	8698	6554	6367
4806	764	1164	905	987	851
4807	3937	1916	2001	3427	1532
4808	4266	2712	1230	4189	1436
4809	4488	10160	11013	5415	12750
4810	8438	11585	12327	7521	12184
4811	2519	1686	1118	1713	2097
4812	2119	1409	1616	420	1116
4813	6470	1698	5315	4705	1703
4814	6117	4378	5325	4734	5820
4815	7033	5469	5948	6855	10161
4816	5267	3753	13496	2765	4313
4817	8552	10650	4564	10251	10894
4818	4902	7875	5713	2629	10667
4819	2684	12367	12627	1886	12892
4820	7166	10434	7801	5439	12627
4821	5154	1946	5467	2293	1542
4822	953	1559	2735	442	1305
4823	4914	3274	3484	6918	3257
4824	5774	3769	746	4838	2741
4825	4700	1630	2495	4727	1277
4826	3798	13169	11849	3184	13220
4827	6805	2270	7883	6719	3087
4828	1558	1179	531	2941	827
4829	8203	10275	5339	9385	11358
4830	4152	8088	7312	4451	12036
4831	4847	6932	3901	5127	4697
4832	7094	3009	4814	7239	3246
4833	6444	11212	11177	7484	12147
4834	1497	852	561	1914	524
4835	1251	1649	1981	1643	1399
4836	1390	1588	948	1343	1453
4837	4584	1498	1436	4137	1258
4838	4610	9108	8452	7351	11762
4839	4681	2635	7172	4914	2804
4840	3729	4023	9699	1926	7976
4841	7541	2202	1859	4735	2340
4842	5447	2178	5703	3473	2104
4843	5105	2446	2679	6580	2974
4844	11701	12828	11719	10212	10926
4845	6045	6513	2321	8896	4041
4846	5823	3259	4270	4562	3497
4847	6923	3395	6315	7778	3291
4848	3809	8170	5389	6423	11278
4849	3607	1675	887	3733	1046
4850	6335	5455	2133	3561	7364
4851	5241	6830	2145	9299	6152
4852	3833	1300	2236	2725	991
4853	5586	2914	1994	6604	2650
4854	11178	12981	12964	8988	11670
4855	10925	7370	6916	6900	10452
4856	1451	1472	389	4088	882
4857	5409	12395	12641	5797	12899
4858	8167	12397	12643	9030	11605
4859	7796	2315	1678	7006	1912
4860	5542	2556	2244	4899	2716
4861	4096	1563	6030	1293	1057
4862	11876	3444	438	8505	2419
4863	6696	8123	9345	6767	10756
4864	8447	11562	9234	8925	11340
4865	6455	10890	12159	7457	12482
4866	6098	2704	2323	3834	2798
4867	4279	1824	3790	4221	1614
4868	5647	4471	3694	8151	7701
4869	8324	5223	8794	7075	8314
4870	3559	1388	921	3182	1090
4871	7868	6372	12809	6632	9866
4872	4413	8304	12933	5145	9876
4873	1634	2880	1086	1466	3019
4874	4761	1223	3712	2934	1047
4875	5182	6036	11104	4424	7440
4876	5009	10494	11048	5448	13449
4877	9291	3938	12027	7774	3340
4878	3919	2353	4887	2610	2787
4879	5041	2648	8612	4027	2463
4880	1392	1256	685	3514	1025
4881	8903	4337	3833	4917	8264
4882	4400	8249	10762	4481	11953
4883	5579	2162	3148	4790	3546
4884	3329	12401	12646	5801	12904
4885	10487	12072	11442	9001	11448
4886	1821	3252	2330	2380	3038
4887	6069	1706	7489	3459	1665
4888	4297	5387	4255	6504	8311
4889	3736	11162	7253	5499	13123
4890	8422	11706	12365	7449	12196
4891	6446	9910	10162	7565	12236
4892	5762	3910	5795	2275	7420
4893	5453	5104	7533	2955	7619
4894	4306	1104	985	2524	763
4895	9759	7111	1579	6830	11169
4896	6104	4045	6766	2996	1997
4897	4177	1377	1480	4231	869
4898	725	905	196	1039	522
4899	5680	3142	11098	1629	4571
4900	7083	4832	6173	8622	2831
4901	4118	1918	923	2615	1451
4902	9812	3745	13241	7098	4628
4903	7093	7587	6970	8144	9333
4904	3854	11411	12277	5583	12721
4905	4280	6172	6524	3653	11036
4906	6513	3586	5030	5227	5198
4907	6195	2916	7387	4116	4449
4908	5228	4167	1738	6348	4381
4909	2980	11300	5910	5599	13240
4910	6343	1923	2558	5198	1828
4911	2464	1621	3302	2745	1849
4912	1671	1771	168	4097	1533
4913	2567	8275	9411	1659	11420
4914	10899	7913	11306	8006	9998
4915	5062	3289	2150	4314	3273
4916	10467	11432	11219	9003	11555
4917	5910	4723	1411	7730	5592
4918	9780	5195	10455	8749	6193
4919	5942	7421	4331	5267	7283
4920	4333	2375	5693	4854	3684
4921	4139	1022	5047	2253	708
4922	2319	3356	7493	501	6182
4923	3818	2488	9082	3589	1847
4924	5399	11895	11378	5634	13386
4925	4848	6323	5237	4080	10095
4926	5029	11676	12357	5524	12753
4927	10960	4587	12536	8096	5507
4928	4103	1683	605	4516	1466
4929	7434	3731	12778	4030	5495
4930	5685	11649	7600	5544	13168
4931	6547	2849	8015	2928	3731
4932	5321	5257	1585	7812	4184
4933	9322	8374	13150	6623	10711
4934	6825	7139	8104	5185	9410
4935	5817	1678	6154	3074	1396
4936	4257	3994	6463	1894	8098
4937	7230	13069	13031	7487	12408
4938	2227	1797	8580	1333	1337
4939	7445	4919	4000	8810	6323
4940	3504	2910	1094	7312	1976
4941	6686	5065	4563	6846	8351
4942	6843	7894	12346	7958	9995
4943	4356	3495	2838	1923	5425
4944	4941	5450	1515	3462	6410
4945	9407	8587	7670	8300	11839
4946	4010	9203	345	8348	11771
4947	6723	12926	11757	7409	12366
4948	5860	7901	7604	3141	11345
4949	2703	2626	834	4373	2480
4950	3938	2357	3372	2285	3092
4951	6867	5862	6899	8100	7223
4952	9897	4032	11187	7825	7175
