rank_emul	rank_star	rank_outdeg	rank_tweet	pagerank	sumMnei
6573	11890	10412	10222	11022	10225
6574	7187	3886	4291	4160	3052
6575	6373	3777	1103	7054	2078
6576	6473	1751	11079	740	1649
6577	12197	8738	676	9348	11247
6578	788	2008	140	1363	1608
6579	11216	12052	10562	10217	10211
6580	7908	3993	8188	7834	5077
6581	4523	13094	13055	6037	13178
6582	7137	2340	1079	6481	2462
6583	6105	2048	975	4774	1527
6584	6532	2613	4097	2753	2234
6585	3605	1768	1156	2405	1816
6586	4948	2639	2708	4726	2678
6587	12565	9810	9507	12468	8330
6588	6275	4457	2878	6915	4987
6589	5650	1980	2209	3571	1096
6590	7742	10660	6948	9485	11017
6591	11334	12002	10544	10649	10590
6592	5653	3894	1244	7930	6781
6593	12032	13208	8020	12537	8630
6594	8367	6121	9718	7768	8846
6595	12490	11030	11142	11045	10012
6596	8072	5210	8774	7114	5975
6597	7026	3845	4496	8155	2857
6598	6697	8372	13148	6956	10537
6599	7488	2261	6461	8025	1689
6600	6742	4844	4612	8661	3855
6601	9021	5741	6388	9807	5280
6602	3762	2869	838	4696	2026
6603	7385	3995	8193	6705	4921
6604	6317	2582	1091	7257	2228
6605	9603	6167	10415	7302	6268
6606	10428	7033	4877	11536	7439
6607	9118	5212	7611	6300	5291
6608	10331	10792	4150	12148	9372
6609	2681	1822	1827	4568	1465
6610	13389	10859	8225	12596	8521
6611	6855	7481	2941	7306	5944
6612	6779	10359	5854	699	11679
6613	1726	2205	2326	1413	1949
6614	1719	1645	562	4317	1210
6615	9849	10047	7438	9993	10885
6616	4907	1927	4061	4102	1914
6617	6761	3577	1923	6407	3901
6618	10603	7828	12280	7857	10743
6619	9797	7138	6208	8237	8587
6620	9976	5679	1727	11142	6786
6621	9033	7915	12364	7854	10745
6622	6514	8534	3293	7338	12355
6623	7194	4746	1653	9867	5484
6624	9324	9531	5794	9958	10999
6625	11811	9690	7732	12757	8323
6626	9185	3386	10365	7965	6115
6627	4791	1629	2490	3740	1030
6628	2150	2311	16	7140	2558
6629	7969	3521	7092	8038	3123
6630	9395	9171	6592	9629	10988
6631	11549	6123	9191	11114	2877
6632	6047	3224	2767	6949	3687
6633	7499	2985	6533	6558	1875
6634	7121	7435	8590	7269	7786
6635	8388	4808	8451	7216	8132
6636	10199	11260	7900	8405	11987
6637	7173	4567	9278	2586	4572
6638	6264	3862	4509	2054	4019
6639	5986	8317	1647	6311	7639
6640	8453	11473	6116	7231	11175
6641	10654	11456	7273	11009	10348
6642	8565	4811	7089	6869	4840
6643	11447	9484	5992	11970	9665
6644	7627	6852	3801	10718	8157
6645	9055	10833	9631	9355	11326
6646	6895	2723	1594	8654	2295
6647	5387	11989	11411	7434	12230
6648	7004	10376	10217	7721	11914
6649	11441	11188	11173	9412	11332
6650	9727	11095	10322	8994	11551
6651	6356	2870	528	6500	2931
6652	5338	3882	1993	2278	7403
6653	9583	4073	8368	9549	4016
6654	12087	9703	10964	11130	9732
6655	10972	8364	11855	9191	8443
6656	4511	7796	4578	1417	11816
6657	8850	6024	6721	8773	4150
6658	7759	3972	6676	7121	4073
6659	6803	7555	9111	4036	10849
6660	7972	10428	9065	7405	12101
6661	11696	11683	11300	11885	9377
6662	9828	8155	9364	9249	9291
6663	4912	6197	11311	4878	10734
6664	1828	2575	2253	2024	2200
6665	8332	6566	5944	10874	8372
6666	10753	7865	7591	10802	7116
6667	4858	2422	586	4815	2277
6668	3648	4667	1550	6972	2552
6669	5256	2583	1060	2655	2208
6670	7439	4302	4624	5212	4066
6671	1712	4171	203	6693	3170
6672	9187	10470	9074	9693	11299
6673	8741	11624	6122	8409	11935
6674	3747	8069	9328	4881	11222
6675	8111	11066	4155	9706	11150
6676	6082	2263	1645	8502	1667
6677	7303	13105	13060	9427	11246
6678	2517	1359	1000	3698	838
6679	8765	4473	6476	8692	5597
6680	4353	6160	8300	4607	10664
6681	6400	2441	2262	6959	2687
6682	8534	7003	8478	6640	10652
6683	8048	3936	723	9272	3396
6684	4322	13041	7334	6017	13194
6685	10102	6692	5415	10679	8394
6686	8710	5622	4854	10123	7051
6687	9576	5997	5682	11132	5771
6688	11040	12908	12910	9438	11233
6689	7289	3374	7878	8168	2918
6690	9305	10697	6083	10462	10700
6691	8005	4219	5125	1634	5792
6692	8979	3000	12943	3649	2443
6693	10648	2990	12567	8676	1946
6694	7091	5663	4388	3790	6325
6695	5584	3774	1552	6362	4629
6696	4981	8167	10680	5233	8745
6697	8649	5633	2112	8707	4406
6698	4569	8276	10786	1660	11695
6699	7350	8247	10007	3696	7837
6700	5938	2577	2215	4309	2992
6701	6655	3533	3315	7964	2845
6702	8628	4769	6348	9851	5401
6703	8069	6101	6997	8189	8060
6704	8195	5839	2639	9607	4305
6705	7425	6882	6172	8102	9775
6706	5284	2636	9028	611	2478
6707	8894	7857	3540	11579	7106
6708	3688	2278	1029	4386	1585
6709	11473	5394	1786	11255	6493
6710	5623	3241	2667	7130	2362
6711	2422	2314	1741	3165	1625
6712	10619	6605	8432	11263	6470
6713	11098	9280	10115	4236	10479
6714	12491	9572	7401	10945	9851
6715	3571	2234	3658	763	2308
6716	11262	7117	10146	10376	8882
6717	7398	3934	5304	8667	4028
6718	4028	8287	12894	4974	10694
6719	9057	5409	867	4518	3940
6720	6402	2578	2898	6597	1733
6721	7879	4854	4861	6601	5867
6722	7234	2888	2255	8620	1943
6723	10249	10198	6435	11378	10052
6724	10480	10871	6727	11653	9807
6725	7388	2954	6469	4387	3131
6726	11395	12120	10581	10006	11047
6727	4442	12181	11487	5349	13376
6728	7520	3508	1486	5281	1796
6729	6899	2981	10504	6999	4759
6730	11289	8135	10638	11724	5734
6731	5608	9293	1750	8319	11994
6732	6300	4792	707	7160	4559
6733	8913	7286	8540	9481	5360
6734	4750	6985	7716	4679	11304
6735	5885	2152	6003	4157	1328
6736	11321	9413	11998	7238	10862
6737	3948	9668	3832	6370	12393
6738	8957	6007	6268	9194	6264
6739	7947	4494	6981	8765	5547
6740	7381	2074	4003	6712	2267
6741	6001	3240	1104	8777	3626
6742	5944	5778	5033	1192	3084
6743	7193	3788	913	8247	3557
6744	5785	2695	667	8152	2151
6745	5474	4249	2080	4996	4613
6746	4119	4408	2415	6483	3582
6747	8720	3590	9497	4095	7355
6748	6279	6229	8784	8754	8953
6749	6044	4261	3313	8239	5042
6750	6392	2434	2509	8035	2479
6751	5782	3668	2945	6940	2653
6752	9577	3167	12390	4843	2786
6753	9648	6035	6281	10832	6861
6754	10544	4251	4729	9261	2704
6755	6086	8100	11504	5174	8828
6756	9846	12139	12514	8434	11862
6757	9738	7374	7463	11535	6661
6758	6421	3087	4614	5280	3781
6759	5494	6803	4184	4536	9105
6760	7978	2645	3941	3076	1945
6761	7489	3794	877	8704	4089
6762	10056	7500	11064	7265	8315
6763	3682	4135	33	6510	3509
6764	10100	6628	292	10661	8818
6765	2460	5200	11318	1991	5619
6766	8473	4044	8297	6624	3049
6767	7684	7803	4681	10070	6319
6768	5265	3045	510	2621	3086
6769	5945	2879	2325	5118	3787
6770	9046	5528	3021	4702	6052
6771	6740	3261	309	8694	3614
6772	9928	11803	9273	10472	10812
6773	7816	1700	11010	2715	1889
6774	7682	3979	6062	6653	3613
6775	5033	12254	12561	7544	12268
6776	4974	8447	13474	5045	10463
6777	9233	7689	9669	9071	9222
6778	8350	4897	5151	9546	4989
6779	7952	8026	4963	6287	7957
6780	11937	12905	12907	10257	10938
6781	2717	2592	5429	1373	1824
6782	8110	8884	2135	10629	10622
6783	2520	3112	4308	2374	3369
6784	7460	8185	12709	8245	7178
6785	7867	2945	10201	7274	2242
6786	11127	7756	6998	8265	5340
6787	6578	2603	642	2830	2235
6788	9956	6644	1373	11014	7095
6789	8722	5389	5571	10258	4383
6790	8549	5909	4434	8905	7745
6791	4880	3758	875	8109	2773
6792	5588	7747	7892	2475	6628
6793	10984	11007	12182	7469	12128
6794	6640	3545	4195	3063	2598
6795	8688	12242	12557	6824	10290
6796	8054	7808	7918	6813	8429
6797	6232	2785	3522	4041	2963
6798	11122	8261	12840	8712	10309
6799	7825	11589	9782	7945	11829
6800	9088	5680	6605	9847	6165
6801	7175	8765	7682	8956	11601
6802	7787	13156	13094	7642	12421
6803	9235	11227	12229	8442	11362
6804	7946	4785	3023	6948	5149
6805	7535	6871	4383	6923	9698
6806	6926	4459	4939	6355	6227
6807	2648	2267	4946	1341	2540
6808	7032	3121	7427	5065	2352
6809	4939	6158	6764	4853	7177
6810	5778	3366	3761	6861	4699
6811	9844	7572	6089	9247	9580
6812	5614	2126	1739	1954	6356
6813	1695	2841	85	3598	2537
6814	5173	3518	3889	4921	5254
6815	6139	3625	3285	7300	2133
6816	10708	9193	9468	8838	11399
6817	6927	3487	2603	6373	6037
6818	7718	5484	7347	6714	5683
6819	9243	5922	6675	10386	7405
6820	7223	6898	3314	9088	9892
6821	11130	4373	8121	11348	3325
6822	12844	9975	12031	10438	10470
6823	11286	11213	9702	9375	11449
6824	5514	10801	6722	7448	12119
6825	4673	7980	4583	6771	11069
6826	1494	6818	3079	722	5835
6827	7448	5764	4110	9508	3362
6828	5148	3523	388	8848	3824
6829	8669	5777	3278	9610	5119
6830	7628	3199	6137	7841	2878
6831	8301	6678	2357	8177	7732
6832	9259	12940	10033	8943	11662
6833	6499	2972	8708	3866	2482
6834	6968	10977	393	10619	10673
6835	5295	8487	3110	2282	10777
6836	5931	3031	1282	2714	7544
6837	1600	6111	10353	3260	11805
6838	5283	3868	2019	4565	2713
6839	7219	3578	2197	8723	2808
6840	3905	2730	1563	4539	2106
6841	5091	12496	8854	5825	13216
6842	11045	10112	12045	10215	10657
6843	6687	3581	6864	2913	3331
6844	6203	4911	5451	4192	6214
6845	6193	3561	2117	6983	1774
6846	7821	4711	4165	7726	5188
6847	11071	9426	6610	11158	10230
6848	8336	8963	5755	9685	11135
6849	7539	1978	767	7280	1750
6850	5064	2890	976	5091	2506
6851	4712	13061	8907	7641	12420
6852	4024	1870	187	4439	1200
6853	6670	4398	2873	8626	4027
6854	8192	7567	6718	10940	8447
6855	6808	3474	1939	3114	8270
6856	6361	2337	2845	6364	1696
6857	3674	1809	2385	4055	1238
6858	8128	6916	7708	4114	5078
6859	10218	13550	13548	10447	10399
6860	4892	3792	53	1388	4158
6861	9163	5682	8474	9276	8113
6862	5184	2421	2424	5106	2102
6863	8683	3943	5174	9593	3767
6864	6460	3249	2211	2970	7750
6865	8633	5209	5717	9787	4772
6866	7486	5978	3220	8646	5238
6867	10534	9619	2693	12698	8874
6868	5135	10920	9647	5508	13163
6869	10075	8236	12801	9633	6102
6870	6333	10802	7848	9401	11413
6871	7624	4211	8928	9092	3108
6872	2853	4789	3305	1384	6859
6873	7877	4521	3771	9326	4092
6874	7003	10146	8560	8349	11882
6875	5465	2559	1337	4402	2822
6876	12674	5325	12955	10538	4464
6877	6881	4061	7963	3482	5927
6878	7747	3336	7425	2964	3749
6879	8961	6169	6767	6969	5422
6880	11963	11523	11243	10242	10775
6881	6002	2482	9565	802	1786
6882	4832	5747	4105	4133	9288
6883	10379	10612	5070	12084	9181
6884	9870	12131	8829	8456	11884
6885	3523	2242	1848	2688	1279
6886	11091	4360	7748	8553	6375
6887	3932	2239	4202	1383	2045
6888	8781	4062	7616	8635	5283
6889	5919	11111	11159	7475	11799
6890	8512	9705	7734	8946	11314
6891	6145	4717	1214	10150	4218
6892	3508	1817	1932	3477	929
6893	10369	7877	8743	9840	8785
6894	7181	6622	859	11336	7501
6895	6183	3617	825	9794	2403
6896	5772	2722	1434	2692	7196
6897	11115	11641	8748	11181	10109
6898	9821	11759	11327	9981	10811
6899	8068	6914	6177	6368	9072
6900	10343	10553	4235	11435	9847
6901	6838	3636	4334	1681	5554
6902	11177	9946	5178	11237	9893
6903	6975	6973	6184	8775	4224
6904	6391	9632	1577	8372	10365
6905	7254	5563	1866	7210	6246
6906	4268	2543	390	4234	2474
6907	5863	2968	5899	6560	2138
6908	12085	10299	7468	13380	7256
6909	7652	12313	11532	8425	11927
6910	11149	11057	11146	10221	10878
6911	7705	4231	4075	8279	2291
6912	7334	6912	4189	10040	9269
6913	7536	3890	3193	7684	3894
6914	7948	10858	5081	11169	9370
6915	5707	2717	431	7888	2067
6916	10666	9801	4217	9368	11438
6917	6141	2329	2512	3579	2353
6918	6233	3932	487	4603	5804
6919	10006	11131	10331	9416	11327
6920	9707	5266	9347	9591	5854
6921	5852	4955	6023	910	4668
6922	10843	8075	10593	10075	7131
6923	7612	5803	5039	8883	9027
6924	6660	4440	4930	6588	3971
6925	6971	8804	1829	10193	10553
6926	4586	9391	5612	8401	11923
6927	6563	2705	681	6800	1709
6928	8171	7546	6715	4755	9713
6929	8962	11474	7276	10627	10346
6930	6411	10120	339	9696	11201
6931	9018	12563	7644	9996	10693
6932	8762	12961	10036	8325	12068
6933	10780	6363	11658	7952	9251
6934	4755	12286	11521	7222	11459
6935	5462	2161	2163	6310	1746
6936	12682	6349	12742	10065	6748
6937	10069	11539	5557	12197	9238
6938	4817	4757	3072	4506	4144
6939	6034	7571	8217	1789	11392
6940	7354	5265	5236	7135	4692
6941	12115	7009	5446	10953	6890
6942	10446	13045	11799	8328	11974
6943	6728	2146	4293	6639	2019
6944	7890	10027	4022	8342	11657
6945	8318	5643	3257	10172	4798
6946	6530	4198	1943	7072	4458
6947	5432	2469	3202	5117	1600
6948	6144	4552	4580	6774	2509
6949	9227	6883	808	12321	6515
6950	9428	3963	11012	4757	6105
6951	9154	8861	4269	9682	11289
6952	3954	3760	350	2396	4505
6953	9898	10243	4548	11810	9118
6954	4227	5277	7998	1181	10362
6955	10920	7630	9645	8489	7700
6956	8390	3130	12087	1301	2659
6957	1542	2091	2205	1905	1477
6958	8678	10874	3154	11407	9891
6959	9591	4626	11723	7211	3531
6960	7815	7334	5659	7145	8776
6961	5145	4910	4407	6491	6216
6962	5831	3091	4292	6494	2185
6963	6756	9422	4868	8361	11824
6964	7878	3984	5066	8533	3957
6965	5939	1884	3568	4748	1421
6966	5768	7480	6260	2399	9842
6967	6241	3541	657	6578	3399
6968	7146	12550	8864	9440	11466
6969	6337	2593	891	4297	1884
6970	7155	5477	1765	2884	5807
6971	2594	7700	48	5092	10142
6972	8719	8234	7058	8091	9473
6973	8572	5869	6226	8868	5209
6974	9026	4400	5333	7719	2939
6975	7484	6423	10066	6577	10177
6976	10380	9574	8488	10687	10485
6977	7600	5521	7075	4560	8526
6978	10572	9115	6168	11562	10024
6979	5760	5238	12466	1119	5236
6980	11223	8955	6349	11028	10278
6981	5159	6887	809	8812	9959
6982	6412	2796	4447	5143	2733
6983	7955	4771	4715	9267	3339
6984	5515	6662	4492	4965	9999
6985	6645	4228	3177	5021	2298
6986	11762	5089	4673	10564	3125
6987	8740	7106	3588	10896	8285
6988	8707	4472	7834	8149	5332
6989	7069	8014	10536	8625	10313
6990	8160	9747	4416	9694	11250
6991	3553	2509	2454	4789	1648
6992	7051	3470	2666	9504	2424
6993	8489	4689	678	10560	4819
6994	9123	4687	2659	7753	5637
6995	5660	5026	5344	4060	7493
6996	5416	11018	11137	7468	12154
6997	5962	12322	11537	7522	12280
6998	7154	4958	5165	8550	3495
6999	7089	3347	4547	4075	3484
7000	6789	3462	1492	4945	3916
7001	6497	2376	7854	6376	2417
7002	13410	10260	10205	13398	7432
7003	5086	6206	7609	4107	5120
7004	5485	4839	1147	8000	8258
7005	10900	5279	12655	9157	6522
7006	9838	11592	7944	10906	10360
7007	7835	6022	6272	8542	7825
7008	10757	11284	7906	11875	9478
7009	5027	13293	8912	5309	13382
7010	5108	4002	3763	6424	5112
7011	5932	1988	3627	3300	1910
7012	9471	5023	8152	9852	3580
7013	12829	12301	9927	11256	9915
7014	7991	2342	4512	9321	1433
7015	7413	10695	10267	8375	11860
7016	12175	8468	1350	12313	8379
7017	9281	6067	7877	9062	8050
7018	7609	10483	9574	8973	11696
7019	6089	13132	10851	7371	12557
7020	12467	6086	10324	2029	6626
7021	8874	11776	11335	7799	11834
7022	6673	3277	3178	7228	3989
7023	2451	3266	1564	4826	2601
7024	9037	5967	6696	10330	6281
7025	9268	5197	8323	8291	5496
7026	7128	4248	977	8240	4194
7027	6339	7682	6742	6970	3668
7028	10311	7449	8181	9936	7434
7029	10625	10095	6906	10767	10645
7030	4091	13376	13332	5303	13366
7031	6786	4253	1700	9248	4079
7032	8064	3177	6777	6790	3718
7033	6842	2358	5311	6667	1467
7034	11302	12316	12594	9974	10903
7035	11532	11176	9697	10042	10005
7036	5693	8563	8918	5595	12896
7037	4850	2184	8814	6886	4577
7038	4897	4364	1813	6772	4356
7039	10485	7911	11304	8701	9997
7040	5754	3538	2738	6930	2769
7041	7046	4084	3700	7004	3413
7042	7723	2867	5242	7870	3026
7043	11211	12267	8838	11556	9950
7044	4365	3056	1521	6973	2461
7045	8998	5790	6875	9256	8580
7046	7822	3051	1679	6912	3569
7047	6222	3133	2347	1668	2642
7048	7576	2188	9958	6729	1265
7049	12227	13523	13511	10911	10397
7050	10919	11642	10446	9408	11378
7051	6785	2861	724	7734	2129
7052	10596	10240	9556	8963	11590
7053	1632	2450	391	4201	1294
7054	5879	6995	5280	8005	10078
7055	8232	4993	5183	8864	6984
7056	7651	12924	11756	8415	11949
7057	10669	5261	11522	10088	4827
7058	10547	4583	11479	8778	4612
7059	9545	12125	12511	9020	11589
7060	6162	3348	4134	4720	2837
7061	9602	3527	8459	9219	2976
7062	7245	4764	3555	6786	4358
7063	8548	4752	2833	8688	6267
7064	4219	2219	620	3106	1670
7065	8037	7881	9785	7926	10312
7066	9540	3335	5475	10530	2246
7067	8384	9159	2680	10761	10430
7068	6796	2943	5490	3066	2492
7069	6380	3458	2662	6916	3597
7070	5339	2432	1058	2308	6476
7071	5194	3106	2540	3291	3571
7072	11644	8626	10088	8917	11739
7073	4563	2302	325	4761	1629
7074	4944	3660	6971	1436	4010
7075	4233	2153	4406	1744	1505
7076	1669	3101	2054	2008	2935
7077	11887	12185	12535	10010	11082
7078	11198	12932	11759	9457	10981
7079	11349	7554	9612	10322	7547
7080	10430	11675	10450	10917	10496
7081	6403	7069	1847	9917	8696
7082	4641	4734	564	4418	5574
7083	7233	5586	2905	8655	6638
7084	10674	12481	9955	8460	12001
7085	10363	8773	3243	11837	7509
7086	1479	2693	9	7750	2535
7087	6494	4259	2110	7815	4101
7088	3068	12724	11677	5902	12993
7089	7216	8081	5385	7828	10446
7090	5729	4245	1876	6756	3169
7091	4836	2423	1045	6613	2049
7092	10563	5592	7359	10408	6138
7093	8701	10956	6285	9439	11409
7094	11972	5310	12866	9884	3964
7095	7221	3613	6227	4892	3075
7096	6224	4812	919	9210	4879
7097	9110	3150	10341	7832	1954
7098	5847	3251	1592	7685	2164
7099	6874	7871	2999	9523	6322
7100	7116	7504	3153	9207	9951
7101	9785	10861	5364	10789	10241
7102	8860	10288	6242	10632	10465
7103	3661	1939	2088	3047	1624
7104	9992	3181	10589	9142	2301
7105	8291	3373	8238	7085	4278
7106	11378	3488	4599	8488	3689
7107	6857	7444	9071	8068	8959
7108	7018	2808	6735	6778	1897
7109	7235	3396	9779	7066	4282
7110	6459	3305	6616	2935	2248
7111	7817	3439	263	8630	3201
7112	9642	4988	4226	10837	3458
7113	5844	2865	2422	7697	2450
7114	4819	3494	1911	8224	2293
7115	10717	7294	5833	10550	9096
7116	9186	4879	4870	9675	3860
7117	6365	2617	3504	7275	2305
7118	10273	5491	5578	11184	5847
7119	8920	5578	4498	9808	6280
7120	4932	7960	8773	3470	11616
7121	7514	3053	2566	8275	3152
7122	9264	5620	8940	9160	7787
7123	12291	8525	4259	10191	10937
7124	8911	3222	5939	8607	3583
7125	12086	9699	5807	10415	10617
7126	6684	3324	4756	3295	2925
7127	8739	4604	8844	7817	2965
7128	11829	7595	11095	7288	8222
7129	10638	7406	4926	12761	5245
7130	5079	13157	13096	3390	12423
7131	6393	5769	4633	9864	2841
7132	7772	8711	4983	7342	12555
7133	6168	4864	2366	6606	4988
7134	8343	5675	4197	7940	6392
7135	4790	3772	3007	7071	3996
7136	5869	4331	4210	4331	7141
7137	11060	6466	2655	8657	6499
7138	10845	12196	7632	11649	10042
7139	10149	6061	7872	10573	5194
7140	7736	5016	4437	9171	2415
7141	8612	5933	10214	7948	7105
7142	6505	12921	12920	8423	11947
7143	2675	3468	2064	6638	2484
7144	9749	12457	8853	10790	10447
7145	8592	3355	7190	6838	2813
7146	8665	3863	4730	10014	3764
7147	8907	5618	3727	11259	4108
7148	9341	5748	7131	8790	4471
7149	12821	7947	11336	11993	6760
7150	9262	5433	726	10839	6817
7151	8112	3585	6867	9155	2890
7152	8841	3368	8215	4771	3069
7153	6219	5122	6990	3094	5921
7154	10106	8551	1430	7219	9064
7155	8585	7805	8286	8703	9492
7156	7199	3877	2685	8903	4052
7157	9580	10806	10285	11659	10013
7158	5458	3327	1607	7853	3791
7159	5005	12348	12615	5783	12887
7160	11958	8151	12653	10325	8224
7161	7421	4802	4845	6792	4226
7162	2264	7000	6378	464	4374
7163	3814	6668	4834	6955	10550
7164	4792	2596	2737	2677	1102
7165	4399	3576	1013	8214	2895
7166	7405	8109	9923	8182	10380
7167	10713	8113	9344	10596	9159
7168	4851	3029	296	6590	1838
7169	2728	1921	2059	666	2205
7170	10846	5462	3240	9566	5563
7171	3946	2897	1656	2972	1508
7172	8265	4504	2649	9565	4199
7173	7588	4329	6393	1831	5072
7174	4196	4306	980	9908	2367
7175	9416	5873	2750	10693	7573
7176	11011	10669	9601	10625	10641
7177	10562	8253	8884	9668	8499
7178	4604	5401	478	6883	3950
7179	6416	4905	4098	8501	4638
7180	2109	3100	4525	1756	3165
7181	7327	9196	6829	4443	11880
7182	6360	12030	10555	7345	12238
7183	12944	11583	12326	10827	10296
7184	9150	5995	8200	3373	8287
7185	5391	12374	10647	5792	12900
7186	11828	6031	9130	11449	5796
7187	10296	5421	1479	11061	3189
7188	4561	2799	804	6857	2775
7189	7706	2282	9839	3376	2464
7190	9505	12857	8411	8939	11653
7191	6281	3506	6821	6573	2010
7192	9249	5780	6013	10869	5260
7193	8062	7260	7429	8888	3970
7194	9995	10266	6439	10757	10642
7195	4690	10346	8162	5472	12637
7196	6364	4969	7413	6656	7865
7197	11767	5954	11042	9244	5746
7198	9748	4668	3229	8878	6574
7199	12578	11226	5906	12057	9111
7200	10942	11324	11195	11170	9389
7201	10057	6195	5715	11898	4546
7202	8734	5145	5221	6695	4141
7203	3514	3655	7840	453	2420
7204	6332	3661	4038	8244	2219
7205	10186	10456	8177	6899	11390
7206	4500	12451	9946	5815	12917
7207	5726	2541	306	4430	1269
7208	11476	11879	12424	9004	11025
7209	10730	4644	13101	9616	3853
7210	10406	5802	7147	10863	5452
7211	4207	3826	514	4594	4412
7212	1496	2410	631	5086	1541
7213	10440	5274	10652	7262	5009
7214	8974	13403	13371	8308	12058
7215	2456	2700	550	6388	3253
7216	5786	4288	2533	4109	5640
7217	7389	7432	8589	7077	8019
7218	10849	12826	4971	11271	10308
7219	5374	11148	10337	5381	12953
7220	9974	9387	5278	11466	9822
7221	6370	5370	1670	9302	5008
7222	11562	11548	12317	8710	11558
7223	6863	3260	3407	4587	3018
7224	11244	9380	10938	9689	11223
7225	6896	2697	747	8205	2300
7226	11687	11617	7288	12516	8971
7227	10076	7040	4878	11761	4999
7228	6238	5509	1794	7109	6456
7229	8337	9848	3099	10633	10273
7230	6738	2755	4517	7252	2069
7231	9541	7879	4958	11865	7157
7232	6540	3925	3921	6526	3023
7233	9145	11992	10540	7705	7424
7234	2137	1931	611	1395	1076
7235	13409	8541	5396	13397	7441
7236	5596	8018	4051	1673	11032
7237	8989	5116	6743	9069	4029
7238	5300	3236	3469	4230	3670
7239	12258	7693	8663	12570	6419
7240	7197	4726	596	8740	2830
7241	9551	4217	6577	9883	3395
7242	10524	7951	12397	1772	11568
7243	6099	4906	1661	9530	3141
7244	8139	7091	3830	9545	8856
7245	7338	6611	1905	7301	4377
7246	10535	12887	12897	9741	11231
7247	9456	4568	8788	8551	6674
7248	11631	11517	11242	10003	11015
7249	8500	6800	1874	10524	7091
7250	10770	11094	7550	11742	9237
7251	8735	11166	4952	9708	11155
7252	6892	3188	7318	3381	2805
7253	7731	5961	8178	7991	6919
7254	9275	4001	7833	9757	1859
7255	5084	3283	2402	4666	2428
7256	5297	5649	3898	5183	7211
7257	8878	6967	3033	9922	9087
7258	2512	1558	475	4163	1045
7259	12444	11613	10436	11104	9963
7260	1506	3834	405	3118	2712
7261	10018	12971	3954	12377	9052
7262	7797	4074	8372	4255	2536
7263	4524	9601	10134	7373	12085
7264	11456	4514	12221	9756	3510
7265	6654	4525	7264	6386	5778
7266	6903	11337	11200	7500	12403
7267	6489	8502	481	9705	11171
7268	1081	12296	12588	1275	11877
7269	13015	11353	12261	10638	10579
7270	3659	5897	3752	2588	7741
7271	12207	12959	11773	11385	10035
7272	5612	8412	10884	2516	4868
7273	9774	5881	3598	9245	5419
7274	7285	3486	1865	6699	3987
7275	10868	7528	12119	9874	5981
7276	4342	2201	691	4596	1120
7277	8866	10418	1966	10975	10427
7278	7417	11438	6312	8490	10358
7279	4829	5264	10631	4598	7914
7280	12582	10052	10176	10916	10329
7281	11836	12517	10692	11463	10191
7282	7143	3773	2827	3798	7805
7283	5627	2725	1312	2546	7087
7284	5798	4450	9590	2367	4360
7285	11806	11192	10347	11260	10079
7286	6601	5561	3562	8791	3856
7287	8239	8645	1174	11274	9627
7288	7784	13193	13129	7593	12437
7289	7376	3210	4975	9279	1969
7290	9939	9096	3643	11739	9887
7291	7366	3757	1447	9274	4120
7292	8610	5821	3377	9797	7026
7293	7516	3775	1172	6488	3070
7294	6766	5546	6814	4531	10558
7295	13096	11261	12235	11697	9664
7296	5948	9640	7404	6309	11934
7297	8342	5520	906	8851	7118
7298	7075	2729	907	8668	2499
7299	5473	10182	8562	7410	12164
7300	12923	9311	2528	12834	8340
7301	9915	9787	6877	11565	9905
7302	11136	10238	9035	10588	10501
7303	11608	10256	6672	11102	7495
7304	10789	9133	1571	8073	11887
7305	8950	9765	4755	10781	10556
7306	10356	10855	8224	9992	10875
7307	3847	2463	4409	450	1616
7308	5239	11092	8254	9441	11407
7309	8004	4759	2510	10342	2869
7310	7891	4315	6386	8031	3805
7311	5347	10319	6681	2997	13184
7312	7257	3471	2830	9095	2873
7313	10153	10436	6452	10413	10455
7314	8601	4956	8512	9333	2456
7315	5531	4230	319	4151	3521
7316	6629	3911	2443	9934	2422
7317	8785	6974	4089	11215	7443
7318	4093	11418	10396	6003	13252
7319	12552	12344	12613	9906	10157
7320	6851	3557	1885	7836	4343
7321	6217	3021	583	7051	2397
7322	10289	5008	7455	10076	4874
7323	6123	3595	2160	9266	2892
7324	6581	3622	2028	8062	3977
7325	5090	10462	9069	7423	12181
7326	10046	3928	8981	8540	3491
7327	12560	7495	12113	10383	8652
7328	12020	9469	8958	10637	10576
7329	6185	3899	2086	6963	3928
7330	4422	2776	2698	4733	1728
7331	883	3762	31	6803	1876
7332	6812	7983	10511	2426	3364
7333	5702	9132	5968	7353	12438
7334	3537	6125	8703	367	8332
7335	9256	6553	7067	9313	9134
7336	8284	4323	5452	10288	3003
7337	11361	11295	12247	8357	11810
7338	9512	9835	5040	11654	9848
7339	10196	8692	4825	11135	9900
7340	6103	5589	1418	7988	7546
7341	8173	4745	6346	10074	3450
7342	8620	5448	2389	10935	5400
7343	9192	6999	5282	9815	9528
7344	7824	4214	122	11328	3465
7345	11590	12099	10576	11886	9715
7346	8949	4916	2796	11945	3762
7347	6065	2967	1069	8188	3148
7348	4881	3094	2794	6798	2249
7349	12351	8145	9355	12668	5460
7350	7663	5522	3301	6649	7259
7351	6419	7125	3436	8666	6148
7352	1927	3070	964	3035	3280
