rank_emul	rank_star	rank_outdeg	rank_tweet
2730	2800	5793	9501
2731	4813	1423	6220
2732	7840	6411	13036
2733	5072	1655	3892
2734	4751	7938	10476
2735	5631	2272	8672
2736	2337	7878	11265
2737	2824	6353	12757
2738	2822	8220	11652
2739	2802	7922	12374
2740	2323	5189	12330
2741	4818	7781	9715
2742	946	1286	378
2743	2206	5287	3701
2744	1036	1096	1134
2745	2042	7948	12394
2746	1223	2080	1189
2747	1383	987	1781
2748	4159	3052	4071
2749	2889	7681	9666
2750	4131	7412	1782
2751	4957	6263	7306
2752	9542	5854	9519
2753	4235	5724	1422
2754	3666	7659	8651
2755	2863	6108	11178
2756	2897	4486	11111
2757	5366	3314	7406
2758	5736	3111	736
2759	2620	2608	2153
2760	2756	4437	9073
2761	2923	8124	12591
2762	2844	6433	13210
2763	5670	7952	9823
2764	4601	5921	4922
2765	2632	7357	7180
2766	2462	8334	11805
2767	2915	8116	12583
2768	4909	3393	5093
2769	1200	1935	2619
2770	4049	7154	12018
2771	4682	2466	6199
2772	3909	3793	3113
2773	5042	4148	473
2774	2793	5109	6736
2775	2724	7732	12211
2776	3556	1877	1979
2777	3730	5611	9464
2778	3785	7152	6407
2779	5118	5431	8029
2780	2850	6681	6151
2781	8158	2847	10792
2782	3500	3170	6775
2783	2712	3552	1573
2784	4143	3293	486
2785	1285	796	424
2786	5123	4299	3266
2787	2815	2969	12188
2788	3835	5504	5744
2789	2497	3046	3171
2790	3644	7931	8325
2791	2722	888	2360
2792	2762	3012	11904
2793	4618	3638	8591
2794	2726	6720	599
2795	3626	6161	7590
2796	4190	5202	10469
2797	4150	5033	6930
2798	1769	928	3043
2799	3873	5533	1519
2800	4287	8421	13316
2801	2732	5078	11082
2802	2213	8373	10866
2803	4658	4855	4087
2804	6085	6958	3261
2805	2192	5355	8914
2806	2759	2833	7967
2807	3761	5259	11510
2808	2833	4617	12764
2809	4707	4979	6422
2810	2873	5317	11745
2811	2851	7645	7535
2812	2711	5353	13338
2813	2870	5269	9349
2814	4745	7129	3438
2815	1014	724	183
2816	2911	7750	9173
2817	4027	7830	5555
2818	6462	6906	1884
2819	2769	5110	7871
2820	2899	6205	11324
2821	3519	5992	5206
2822	1844	4176	1433
2823	4248	4236	1180
2824	2902	7824	12276
2825	2767	7095	7728
2826	2894	6225	12416
2827	4706	4200	1266
2828	2839	6157	10400
2829	4913	7347	7777
2830	2878	6188	10443
2831	2776	8410	13276
2832	4900	4943	8506
2833	2609	8190	12713
2834	2784	4831	10927
2835	5158	7522	11070
2836	4253	1373	3876
2837	2871	8209	8400
2838	2914	8431	13342
2839	2619	4300	625
2840	2904	8264	10775
2841	2845	4823	3253
2842	2865	8450	13485
2843	4383	7950	12396
2844	2687	5001	3932
2845	2735	6397	10042
2846	5643	3926	3505
2847	2888	8091	9335
2848	2641	7962	9831
2849	2866	6162	8301
2850	4033	8142	10642
2851	1953	4072	8828
2852	4950	4098	11646
2853	6512	5733	4880
2854	1228	7727	8261
2855	2741	7479	6464
2856	3570	4939	6207
2857	7693	2235	3363
2858	2846	8024	10542
2859	2885	4560	11341
2860	2906	7672	12183
2861	2212	8198	12730
2862	4195	3840	670
2863	5580	3809	3553
2864	2320	4593	11511
2865	3930	4199	6574
2866	2883	6618	4704
2867	2835	4980	5476
2868	2867	7339	10194
2869	2921	7921	12373
2870	2826	8441	13418
2871	2778	4616	12747
2872	2876	6373	10003
2873	2644	6334	9963
2874	2766	6517	136
2875	4937	4973	5639
2876	2862	8208	12748
2877	5484	7318	10183
2878	4031	7552	9611
2879	2855	5004	12054
2880	2294	7890	9789
2881	4030	8336	10054
2882	2910	8058	9895
2883	2808	6072	7238
2884	1257	1406	6576
2885	4339	7740	7556
2886	3681	5609	5971
2887	2900	7194	5307
2888	2901	8206	8873
2889	3615	5550	7694
2890	2864	6441	10878
2891	2588	8138	10640
2892	1485	1464	3621
2893	2882	4634	12962
2894	2795	8078	10596
2895	2917	8302	11761
2896	5196	7163	9505
2897	2860	6909	6176
2898	2908	5962	9573
2899	3731	5039	4333
2900	2886	8194	10715
2901	5718	6567	3783
2902	3647	5599	3491
2903	2905	7451	12098
2904	2922	6198	12367
2905	4825	6807	1542
2906	2918	8147	10653
2907	2695	6558	218
2908	7265	5406	1281
2909	3881	7247	5179
2910	2920	8139	11548
2911	4301	4774	638
2912	1745	6446	13305
2913	5805	5559	5958
2914	2816	6132	9731
2915	2857	5739	6858
2916	2880	7439	12093
2917	2913	6311	12603
2918	3497	7208	2801
2919	2884	7566	9616
2920	2856	7855	9226
2921	2510	4454	3942
2922	2854	8448	13476
2923	2916	8406	13251
2924	5323	5728	5154
2925	6277	7063	3743
2926	2803	8429	13334
2927	4146	5499	3114
2928	2655	7870	10422
2929	2330	8414	11915
2930	5260	8226	8404
2931	4051	8263	10773
2932	4811	6056	9147
2933	4258	7068	6627
2934	2643	6565	77
2935	3695	6047	2594
2936	915	7743	11168
2937	2443	6436	9437
2938	2859	8011	12458
2939	2907	7508	8201
2940	2790	6913	7373
2941	2700	7377	7465
2942	2690	7677	7236
2943	2327	8433	13345
2944	1995	7721	6295
2945	2881	6371	10002
2946	2919	8452	13503
2947	3998	8295	11752
2948	2214	7503	9093
2949	3385	8569	11974
2950	3383	8578	10902
2951	3238	8585	8028
2952	4734	8619	2464
2953	3292	8679	84
2954	3101	8701	6801
2955	2970	8710	3711
2956	3055	8712	1975
2957	3561	8728	942
2958	3199	8742	3472
2959	6531	8752	3403
2960	3347	8757	11979
2961	3034	8759	11980
2962	3407	8760	784
2963	5015	8762	10907
2964	4921	8788	2073
2965	3108	8880	10910
2966	5560	8895	5416
2967	3266	8911	1177
2968	6025	8922	4840
2969	3303	8924	10913
2970	3089	8927	7079
2971	3612	8939	4997
2972	6011	8944	10098
2973	2955	8962	9456
2974	7862	8971	6351
2975	4343	8984	2607
2976	3773	9038	9460
2977	5424	9066	10922
2978	3495	9067	491
2979	3124	9069	11985
2980	3430	9146	7366
2981	4441	9151	11987
2982	3344	9153	2572
2983	2999	9154	10108
2984	3211	9187	11990
2985	4210	9219	8945
2986	3021	9223	10929
2987	3218	9251	2578
2988	3333	9269	5604
2989	7293	9331	8469
2990	6022	6952	3815
2991	6829	9385	9478
2992	4669	6976	3262
2993	2938	9424	6375
2994	6764	9443	6377
2995	3263	9455	6844
2996	3122	9482	12001
2997	3766	9498	9486
2998	4085	9507	10945
2999	3945	9529	8483
3000	3000	9541	5998
3001	4919	9542	6622
3002	5398	9544	10130
3003	4894	9550	7724
3004	3472	9565	12005
3005	5224	9573	3912
3006	4164	9580	8491
3007	4536	9582	12007
3008	3381	9606	10953
3009	3391	9627	4411
3010	3447	9639	6631
3011	4538	9655	10140
3012	4471	9659	10960
3013	3538	9702	4892
3014	3411	9716	12013
3015	3072	9732	9499
3016	3081	9768	10968
3017	4429	9786	10970
3018	4181	9790	3510
3019	3172	9791	8107
3020	4768	9793	8983
3021	3049	9823	12021
3022	3006	9824	12022
3023	3410	9830	10152
3024	6479	9852	6217
3025	3611	9857	5168
3026	4080	9884	10159
3027	3382	9897	8523
3028	5867	9916	4015
3029	3585	7238	3597
3030	3371	9995	12033
3031	6382	9996	7431
3032	3422	9997	10986
3033	2947	10010	6225
3034	3450	10012	10988
3035	3643	10025	4652
3036	3291	10050	10995
3037	5376	10053	10177
3038	3438	10072	12037
3039	4424	10076	10998
3040	4216	10078	9534
3041	5372	10081	12041
3042	7056	10099	7768
3043	4527	10100	9016
3044	3363	10131	12049
3045	2951	10133	12050
3046	3715	10145	8559
3047	5378	10155	8143
3048	3131	10165	9020
3049	3204	10170	10193
3050	6718	10176	9025
3051	5696	10180	9027
3052	4870	10210	4545
3053	3007	10214	9554
3054	3216	10219	10203
3055	3193	10231	7181
3056	6508	10235	8150
3057	3287	10262	10206
3058	3768	10296	9561
3059	2950	10301	8155
3060	3028	10302	12076
3061	3529	10342	4328
3062	4996	10343	12079
3063	4765	10355	9049
3064	3473	10356	986
3065	4423	10377	12081
3066	4840	10381	9569
3067	4521	10383	9054
3068	4997	10385	10219
3069	3094	10386	5858
3070	3369	10395	12085
3071	3246	10432	12088
3072	3334	10440	12090
3073	3022	10444	12091
3074	3208	10463	11043
3075	3251	10489	12099
3076	2959	10496	11050
3077	2932	10522	9575
3078	3378	10537	5203
3079	3234	10541	12104
3080	2958	10571	8191
3081	3368	10572	6941
3082	3299	10583	12107
3083	4990	10605	7500
3084	4435	10621	11063
3085	3856	10633	9594
3086	3206	10644	10259
3087	4041	10652	11067
3088	5406	10663	10262
3089	3153	10665	9599
3090	4384	10666	3692
3091	3852	10672	8204
3092	3100	10684	7825
3093	3402	10691	12122
3094	3002	10702	9106
3095	3230	10713	7206
3096	3144	10715	12126
3097	4290	10725	9112
3098	3009	10728	12127
3099	3466	10742	6965
3100	3338	10747	11086
3101	2934	10750	3341
3102	4465	10788	12138
3103	5375	10796	8625
3104	3236	10798	12140
3105	3066	10799	12141
3106	3083	10803	12142
3107	3437	10805	11094
3108	3156	10827	12146
3109	2963	10829	8631
3110	3273	10830	9128
3111	3335	10847	12149
3112	4528	10853	12150
3113	5418	10857	11103
3114	3321	10860	12151
3115	5136	10880	8637
3116	3442	10883	12157
3117	3008	10910	7859
3118	4446	10911	12161
3119	3328	10931	11117
3120	4121	7640	7225
3121	4448	10935	11118
3122	2998	10945	11121
3123	3259	10963	12172
3124	3404	10968	11128
3125	2928	10975	11130
3126	3044	10976	8245
3127	3012	10989	5896
3128	4261	11010	9151
3129	2927	11015	12184
3130	3038	11024	7879
3131	3631	11050	7882
3132	3173	11073	11151
3133	3167	11078	11155
3134	3033	11083	12198
3135	3326	11099	11156
3136	3015	11107	12204
3137	3429	11116	10327
3138	2961	11119	8258
3139	3073	11150	12212
3140	3598	11165	5087
3141	4472	11168	12216
3142	5204	11172	9172
3143	2930	11202	12225
3144	2939	11205	4680
3145	3162	11210	12226
3146	4079	11223	9705
3147	4076	11225	7897
3148	3243	11230	12231
3149	3134	11239	2553
3150	4426	11250	11183
3151	3060	11255	12234
3152	4508	11269	12238
3153	3416	11273	8280
3154	3096	11276	8281
3155	3267	11296	12248
3156	3389	11315	12250
3157	3195	11325	12253
3158	3239	11334	8709
3159	5421	11349	10379
3160	3126	11359	12262
3161	3446	11362	10381
3162	2929	11363	7917
3163	3067	11366	12264
3164	3853	11373	8287
3165	3312	11387	12269
3166	3417	11396	12271
3167	2973	11403	12273
3168	3130	11412	9205
3169	3464	11422	9206
3170	2992	11424	11217
3171	3304	11426	6311
3172	5001	11429	12284
3173	3734	11431	7582
3174	2937	11433	10397
3175	2957	11443	12287
3176	5682	11459	11226
3177	6616	11464	8293
3178	3219	11468	7275
3179	3136	11470	12299
3180	3394	11472	10402
3181	3175	11489	11235
3182	2968	11498	12305
3183	4039	11499	10407
3184	3372	11505	9763
3185	3147	11513	12307
3186	3373	11516	12309
3187	4466	11531	12314
3188	3353	11536	9768
3189	2972	11543	10417
3190	5397	11553	9773
3191	2996	11567	10423
3192	4163	11568	7025
3193	3358	11570	12324
3194	5412	11571	10424
3195	3863	11577	10426
3196	3764	11596	9784
3197	4998	11597	11264
3198	4094	11609	9786
3199	3046	11616	10438
3200	3262	11619	11279
3201	3225	11621	12341
3202	3120	11622	8315
3203	3099	11639	11284
3204	3467	11644	12350
3205	3295	11645	12351
3206	3298	11646	12352
3207	4086	11647	10447
3208	4519	11652	9248
3209	3048	11658	10448
3210	3419	11669	12356
3211	3235	11671	11296
3212	3170	11687	10452
3213	4460	11720	9256
3214	4999	11728	9811
3215	3121	11733	6526
3216	4046	11741	11322
3217	3237	11755	7608
3218	5377	11756	12381
3219	4075	11767	9265
3220	2954	11775	8768
3221	3161	11786	9822
3222	4040	11801	11344
3223	3380	11813	12403
3224	3214	11816	8776
3225	4774	11820	11354
3226	3265	11822	10489
3227	3035	11825	11357
3228	5915	11840	11361
3229	3458	11841	12413
3230	4056	11843	11362
3231	3424	11844	12414
3232	3247	11847	11363
3233	3256	11848	12415
3234	3460	11863	10502
3235	3026	11864	12419
3236	3202	11870	12420
3237	3405	11894	12428
3238	5921	11896	10512
3239	3221	11906	8791
3240	4503	11916	12435
3241	3942	11924	8798
3242	2966	11925	12436
3243	5622	11936	5227
3244	3359	11943	9292
3245	4501	11945	11394
3246	3063	11946	12442
3247	3374	11951	12447
3248	2945	11963	12454
3249	2990	11965	12455
3250	3345	11969	11405
3251	3379	11975	11406
3252	3143	11978	12461
3253	3704	11985	5720
3254	3330	11993	10541
3255	5031	12000	11416
3256	3133	12003	9872
3257	3492	8028	9873
3258	2926	12012	12471
3259	3452	12013	12472
3260	5008	12018	9311
3261	3061	12024	10552
3262	5706	12026	10553
3263	4058	12036	8357
3264	2995	12037	11431
3265	3064	12047	12481
3266	3248	12056	11436
3267	4485	12058	12485
3268	3233	12062	12488
3269	4262	12066	9315
3270	3090	12076	10567
3271	3355	12086	12498
3272	3095	12095	11451
3273	3139	12098	8364
3274	4074	12116	10580
3275	3269	12118	12510
3276	3174	12121	8369
3277	3284	12132	1015
3278	3336	12135	7983
3279	3278	12146	11471
3280	3062	12153	10586
3281	3313	12155	11476
3282	3311	12157	12521
3283	3203	12161	11480
3284	3354	12168	11482
3285	4309	12176	8376
3286	3471	12178	9334
3287	3343	12183	10601
3288	4072	12197	10605
3289	3300	12200	11495
3290	3112	12206	6131
3291	3151	12208	12542
3292	4077	12211	10608
3293	3059	12214	12545
3294	3280	12216	12547
3295	3210	12224	11500
3296	2936	12230	10614
3297	3091	12241	12555
3298	3051	12259	12566
3299	3418	12261	6543
3300	2948	12265	12568
3301	3342	12272	12573
3302	3159	12280	9343
3303	2967	12285	11520
3304	4454	12293	12587
3305	3082	12294	11525
3306	3268	12300	11528
3307	3092	12302	5235
3308	3200	12329	12606
3309	4987	12350	11547
3310	4263	12352	9352
3311	3327	12356	12619
3312	4986	12362	12622
3313	3288	12365	12626
3314	3005	12370	11555
3315	3191	12378	12634
3316	3207	12382	11559
3317	3184	12393	8846
3318	3185	12396	12642
3319	3390	12399	12644
3320	2977	12403	12648
3321	3324	12406	10658
3322	3135	12412	12650
3323	5032	12420	11565
3324	3123	12425	11570
3325	3227	12434	12658
3326	3088	12437	12661
3327	6504	12439	9365
3328	3137	12441	12662
3329	3186	12445	12664
3330	3223	12454	11578
3331	2975	12463	11580
3332	3277	12472	9951
3333	3490	8169	11583
3334	3103	12482	12679
3335	3408	12493	9375
3336	4514	12494	12686
3337	3767	12502	9960
3338	3457	12505	11589
3339	3388	12507	12691
3340	3114	12508	12692
3341	4464	12514	11592
3342	3285	12527	12706
3343	3106	12528	11598
3344	3440	12533	11599
3345	3475	12535	10699
3346	3037	12537	12707
3347	3476	12539	10701
3348	5689	12546	9970
3349	5394	12547	10704
3350	3011	12556	10708
3351	4518	12557	12714
3352	3209	12564	12716
3353	3138	12566	11610
3354	3365	12572	12718
3355	3025	12575	8865
3356	4535	12579	12720
3357	3392	12582	12724
3358	3776	12583	9384
3359	3105	12595	12728
3360	6558	12596	8867
3361	3428	12600	12731
3362	3356	12604	11622
3363	5004	12606	11623
3364	4050	12615	11626
3365	3339	12627	11631
3366	3455	12628	12744
3367	3456	12629	12745
3368	5024	12631	11633
3369	2997	12637	12750
3370	2993	12639	8401
3371	3228	12643	12751
3372	4456	12647	12753
3373	4539	12648	10728
3374	3323	12650	12754
3375	5006	12660	12759
3376	3097	12669	8876
3377	3290	12671	12766
3378	4036	12673	10735
3379	3481	12675	4356
3380	3427	12678	12768
3381	3716	12679	9392
3382	4062	12684	8879
3383	3436	12685	11662
3384	3036	12688	12776
3385	4067	12695	11665
3386	3027	12698	12781
3387	4496	12699	12782
3388	2988	12701	10746
3389	3205	12703	12784
3390	3013	12708	12787
3391	3314	12710	12788
3392	4057	12711	11671
3393	4505	12712	10753
3394	3421	12717	11674
3395	3224	12725	11678
3396	4532	12726	12794
3397	3306	12729	8009
3398	4482	12731	12797
3399	2956	12737	11683
3400	2949	12743	12806
3401	4087	12750	11688
3402	4492	12753	12814
3403	3040	12757	10763
3404	3435	12758	12823
3405	4480	12762	11696
3406	3056	12763	12824
3407	3050	12772	12828
3408	3400	12778	12831
3409	4509	12781	10010
3410	3337	12788	10013
3411	4493	12789	11704
3412	3362	12791	11706
3413	3080	12798	12844
3414	3283	12799	12846
3415	3074	12802	12847
3416	4055	12807	10774
3417	4494	12814	12853
3418	2924	12816	12855
3419	5401	12822	10779
3420	3461	12823	10780
3421	2946	12832	11721
3422	3160	12833	12863
3423	3045	12837	12867
3424	3477	12842	7658
3425	3253	12858	12882
3426	3071	12866	11733
3427	3258	12872	12886
3428	3413	12873	12888
3429	3386	12875	12890
3430	3196	12878	12893
3431	3149	12882	11740
3432	3305	12889	12899
3433	3777	12893	9415
3434	3463	12894	12902
3435	2942	12895	11744
3436	3019	12903	12906
3437	3213	12909	12911
3438	3116	12911	11751
3439	3098	12916	12915
3440	3310	12923	12922
3441	3181	12934	12927
3442	3348	12939	12934
3443	3425	12941	12935
3444	3032	12942	12936
3445	2969	12944	1
3446	3024	12948	11766
3447	3294	12950	11767
3448	3403	12951	12941
3449	3308	12952	12942
3450	3241	12956	11770
3451	3052	12958	12944
3452	2985	12962	12945
3453	3862	12966	10040
3454	2989	12973	12954
3455	3395	12997	10045
3456	2952	13008	12979
3457	2962	13009	12980
3458	3086	13010	12981
3459	3157	13012	1736
3460	3254	13013	11789
3461	3293	13017	12990
3462	4092	13021	11792
3463	3109	13024	10833
3464	3352	13029	13002
3465	3364	13030	10049
3466	3155	13031	13003
3467	2953	13035	13007
3468	3357	13038	11794
3469	3431	13039	11795
3470	3322	13048	13015
3471	3070	13055	11804
3472	3426	13057	13022
3473	3470	13063	13026
3474	3276	13071	13033
3475	3409	13081	13045
3476	3346	13085	13047
3477	3163	13089	13050
3478	4052	13102	11821
3479	4071	13104	11823
3480	2931	13111	11826
3481	3093	13114	13066
3482	3240	13115	13067
3483	3398	13117	10848
3484	4138	8353	11832
3485	3029	13121	13071
3486	3031	13133	11837
3487	3444	13138	13085
3488	3399	13140	10852
3489	3065	13141	10853
3490	3272	13153	13093
3491	3217	13154	11845
3492	2943	13160	13098
3493	3165	13163	13104
3494	3076	13165	11848
3495	4428	13167	13106
3496	3087	13174	13111
3497	3212	13175	11852
3498	3252	13177	13114
3499	3178	13179	13116
3500	3016	13187	13123
3501	3140	13191	13127
3502	2940	13192	13128
3503	3483	13200	13137
3504	3301	13202	13138
3505	3023	13205	11863
3506	3220	13211	13146
3507	4543	13212	13147
3508	3043	13215	13151
3509	2994	13220	10867
3510	3118	13222	13157
3511	3286	13226	13159
3512	3433	13234	13172
3513	3132	13235	13175
3514	3484	13237	13180
3515	3468	13239	13182
3516	3397	13246	11878
3517	4469	13247	11879
3518	3482	13252	13193
3519	3448	13254	10873
3520	3111	13256	13197
3521	3189	13258	13198
3522	3289	13259	13199
3523	3215	13261	13201
3524	3489	8390	10875
3525	4217	13270	10076
3526	3129	13275	13219
3527	4512	13277	13220
3528	3142	13279	11890
3529	4483	13281	13224
3530	3858	13282	10077
3531	3187	13284	13227
3532	3084	13297	13246
3533	3017	13298	13247
3534	2933	13307	13258
3535	3150	13309	13260
3536	4470	13310	11900
3537	3183	13314	13267
3538	2964	13315	11902
3539	2986	13323	11906
3540	3003	13326	13277
3541	3282	13328	7338
3542	3041	13329	13279
3543	5034	13331	10882
3544	3350	13332	13281
3545	3127	13334	11909
3546	3439	13339	13288
3547	2978	13343	10885
3548	3075	13344	13293
3549	4497	13347	11914
3550	3445	13354	11918
3551	3078	13359	13306
3552	3270	13361	11924
3553	4495	13363	11925
3554	3146	13365	13310
3555	3001	13368	13321
3556	3332	13369	11929
3557	2976	13370	13323
3558	3340	13375	13330
3559	3057	13377	13333
3560	3281	13382	13344
3561	3190	13383	13346
3562	3384	13386	13348
3563	3077	13388	13350
3564	3020	13390	13353
3565	4533	13391	13356
3566	4506	13393	11932
3567	4481	13395	13359
3568	3478	13396	11933
3569	3119	13397	11934
3570	3360	13398	13362
3571	3242	13399	13363
3572	2925	13401	13367
3573	3443	13402	13370
3574	2987	13404	11937
3575	3194	13409	13379
3576	4439	13410	11938
3577	3317	13412	13382
3578	3145	13418	13389
3579	4436	13421	13395
3580	3401	13425	13401
3581	3316	13426	11947
3582	3179	13427	13403
3583	3414	13433	3619
3584	3047	13435	13410
3585	3415	13440	11951
3586	3474	13445	13422
3587	3164	13451	13428
3588	3018	13452	13429
3589	3361	13453	11954
3590	3079	13456	13435
3591	3487	13457	11956
3592	3349	13458	13437
3593	3271	13459	13439
3594	3261	13460	13440
3595	3085	13463	13442
3596	3229	13464	11959
3597	3182	13466	13446
3598	3158	13470	13450
3599	2982	13471	13451
3600	3453	13472	13452
3601	3192	13473	13453
3602	3367	13484	13466
3603	3485	13485	10896
3604	3320	13489	13470
3605	3169	13497	13479
3606	3054	13504	13489
3607	3296	13508	13493
3608	3351	13509	11967
3609	3275	13515	13500
3610	2935	13519	13506
3611	3279	13522	13510
3612	3171	13527	13516
3613	3222	13529	13520
3614	3486	13533	13525
3615	3115	13537	13532
3616	3420	13545	13540
3617	3102	13546	13542
3618	3302	13547	13543
3619	3406	13548	13545
3620	3480	13551	13549
3621	4445	13356	13303
3622	3141	13143	11842
3623	4427	13185	13122
3624	3488	7166	7744
3625	7913	11140	11163
3626	3307	13366	11927
3627	4458	12353	12617
3628	4933	10732	7516
3629	5888	6983	3089
3630	5827	11365	7267
3631	8644	13430	13406
3632	4544	12281	12579
3633	4534	13338	11911
3634	6721	12783	10012
3635	4666	9284	3134
3636	10304	11447	12291
3637	7057	10207	12060
3638	6478	10032	9526
3639	4463	13260	13200
3640	8774	13372	13326
3641	8046	13288	11893
3642	4168	4479	5362
3643	6386	9885	8117
3644	5407	12516	11593
3645	4059	12589	11617
3646	9349	8430	13335
3647	3706	2834	10515
3648	6097	13360	11923
3649	4449	13257	10874
3650	3980	1009	1558
3651	4491	13335	13285
3652	3197	9060	1873
3653	5882	11271	9188
3654	2849	4010	9143
3655	2557	2250	5169
3656	3264	13415	13385
3657	5513	11612	7597
3658	9214	9259	11993
3659	5360	8442	13432
3660	2318	4025	6751
3661	8580	12038	8821
3662	3774	13276	11889
3663	4487	13367	13317
3664	5690	11627	10440
3665	5025	12093	11450
3666	3832	6185	11273
3667	3843	3629	6244
3668	4045	13060	11806
3669	5561	13434	10895
3670	1901	2437	352
3671	1630	1003	3603
3672	4640	1949	6233
3673	4739	5003	3933
3674	1788	1049	2353
3675	5563	10953	11124
3676	5203	9618	8091
3677	561	2553	36
3678	2979	11338	10377
3679	3387	13521	13509
3680	9347	10229	12064
3681	2861	6507	987
3682	3864	12276	11515
3683	6699	12156	9329
3684	5020	10782	10284
3685	4345	5002	9017
3686	5146	1854	6094
3687	5419	10958	11126
3688	5425	13431	11948
3689	3630	10918	7860
3690	6873	5508	1218
3691	3969	12191	7988
3692	2328	13538	13533
3693	3531	1050	4996
3694	4826	10794	7846
3695	6461	2004	7105
3696	8261	10825	7524
3697	5839	3768	1692
3698	9866	10886	8639
3699	3593	8126	10633
3700	2064	8444	10084
3701	4490	11991	12464
3702	5206	13264	11882
3703	3331	12806	11712
3704	4633	1477	4021
3705	9447	13454	13433
3706	3616	1420	8497
3707	6376	3148	9162
3708	4344	1521	12593
3709	3860	9450	6186
3710	1710	1290	1740
3711	2166	2628	2869
3712	4338	4036	8711
3713	5358	4207	2074
3714	5322	7622	5893
3715	2102	4365	6883
3716	4453	12552	12712
3717	5544	4843	6597
3718	5740	4180	3014
3719	4417	8273	8887
3720	8126	10237	7783
3721	3010	9570	6857
3722	6844	8172	8855
3723	4023	2760	5994
3724	6136	3507	5127
3725	2589	7898	12354
3726	4510	13501	13486
3727	4526	13318	13270
3728	6326	8057	8363
3729	6083	3231	6144
3730	4144	5148	6307
3731	3972	3716	8355
3732	6565	3307	8087
3733	3117	8747	11978
3734	4393	6350	12746
3735	5264	7806	3772
3736	2315	1906	1646
3737	6384	13535	13530
3738	5564	12773	11700
3739	4215	11244	10354
3740	6780	10770	9117
3741	5030	13278	13222
3742	7482	2837	10538
3743	5911	12295	11526
3744	11084	11750	8324
3745	4302	2476	4424
3746	4541	10745	12129
3747	4733	3103	791
3748	6054	12325	8842
3749	7016	11137	7887
3750	9869	8246	10006
3751	5510	6576	3166
3752	5381	13422	13396
3753	4530	11527	12312
3754	1814	1684	832
3755	9628	8593	4980
3756	3779	3888	1469
3757	3245	11558	9232
3758	3786	7019	8082
3759	2309	1098	2555
3760	3807	1169	2588
3761	4875	2420	1173
3762	3574	1119	9637
3763	5872	4233	720
3764	6260	9202	8943
3765	4438	13249	13188
3766	1553	1500	5143
3767	5053	5454	1863
3768	4431	10757	12133
3769	5808	10079	3520
3770	8166	12929	12925
3771	3717	5299	10747
3772	1753	1125	2423
3773	4166	1412	3649
3774	6445	10132	7170
3775	2532	2646	7503
3776	3675	4069	11433
3777	3970	1800	4346
3778	4367	1993	5000
3779	2506	1841	3654
3780	3830	5262	8388
3781	4841	11765	8764
3782	6724	12140	12515
3783	5417	12207	12541
3784	7650	4806	3797
3785	3039	13026	13000
3786	6173	6154	10398
3787	10837	13526	13515
3788	7102	8307	8896
3789	2875	5168	9216
3790	1783	3138	10275
3791	3927	6201	9813
3792	3376	10546	1583
3793	3250	9486	12002
3794	4546	13188	13126
3795	4376	8079	9332
3796	3393	12736	12799
3797	6126	6614	2070
3798	4517	11653	11290
3799	5426	3473	741
3800	4171	9400	3420
3801	4053	10523	12101
3802	3849	8000	8346
3803	3494	1611	2097
3804	4276	6286	8831
3805	6263	10017	8537
3806	5810	6110	9708
3807	4871	4235	4077
3808	6035	6748	2140
3809	2113	1576	338
3810	2593	3317	4894
3811	5368	8440	13400
3812	1387	900	399
3813	3800	1641	3059
3814	5901	9448	1026
3815	3831	1798	6081
3816	5576	2164	5648
3817	5558	8820	7684
3818	3841	4179	2468
3819	6904	13091	13052
3820	3679	3854	3359
3821	5814	3287	7094
3822	4988	9645	10959
3823	9203	4670	1123
3824	5178	1292	1076
3825	4468	12977	12960
3826	6135	3443	2033
3827	5578	6281	3776
3828	9604	10768	11089
3829	3983	3069	2785
3830	2244	1499	3638
3831	6267	3333	6418
3832	4444	13088	13048
3833	3940	1147	3419
3834	7680	2610	8480
3835	5384	11380	12265
3836	5625	6261	11417
3837	3564	12309	5722
3838	5559	10655	9097
3839	7153	2407	8419
3840	6187	3503	846
3841	3599	1410	3719
3842	2350	4605	9354
3843	6552	3096	3908
3844	4361	1408	2969
3845	7582	6196	12366
3846	5604	6948	8953
3847	3906	4613	11595
3848	5589	927	10109
3849	3544	2743	2609
3850	3434	12249	12559
3851	4070	10003	10987
3852	9213	7725	11161
3853	5388	11469	12298
3854	7671	9960	10979
3855	864	1118	1643
3856	4925	4041	9209
3857	5441	9384	2532
3858	5925	13178	11857
3859	4154	2782	7161
3860	10513	7872	11256
3861	4592	5115	7240
3862	4883	5134	8687
3863	7526	1653	5760
3864	5606	11265	8697
3865	2775	2619	4413
3866	2869	6297	12564
3867	5273	4683	2557
3868	9049	12031	12477
3869	7967	1474	10133
3870	875	974	318
3871	6158	3830	3974
3872	2541	1879	2396
3873	3547	12943	3162
3874	10828	4482	12148
3875	8964	4648	13160
3876	4366	2753	10117
3877	6862	11006	9660
3878	6908	6847	9462
3879	6170	1357	3354
3880	5547	8117	11527
3881	2400	1575	894
3882	7785	13465	13443
3883	1647	3656	5080
3884	4160	3114	2870
3885	1573	12937	5569
3886	5351	7016	8081
3887	1683	1886	1575
3888	709	1010	167
3889	3602	6152	6763
3890	3708	2580	806
3891	4663	6590	6341
3892	5337	9272	10933
3893	4862	4698	3622
3894	2807	2858	13445
3895	1715	800	1717
3896	5308	8096	7991
3897	2702	4645	13141
