rank_emul	rank_star	rank_outdeg	rank_tweet
6340	5077	2771	4531
6341	7970	5384	2123
6342	9210	7302	12039
6343	5637	2521	8808
6344	3696	2304	2459
6345	9103	12974	10819
6346	8395	1858	10313
6347	7437	11297	9194
6348	9920	13028	6556
6349	7711	6088	9687
6350	6918	6657	1462
6351	3673	2063	7703
6352	7678	9393	7115
6353	6390	8812	555
6354	11093	10286	11028
6355	5151	3027	1323
6356	1908	6617	1940
6357	7945	7597	10287
6358	4129	4320	4408
6359	10940	8338	11808
6360	6012	12576	12719
6361	7560	5710	2231
6362	3984	6221	9829
6363	4972	7473	9579
6364	8107	4252	2146
6365	8496	4949	5161
6366	4886	5479	4066
6367	12166	10687	11073
6368	10278	10433	5862
6369	6130	2573	6570
6370	8262	5883	8135
6371	9391	10828	8630
6372	6289	3816	2836
6373	9014	4625	11718
6374	5230	1647	3477
6375	5624	3038	1127
6376	7677	12290	11524
6377	5858	8314	10044
6378	8001	3614	7434
6379	6231	3055	2605
6380	3652	6054	4948
6381	12650	11194	12222
6382	11933	12085	10573
6383	12890	10092	9538
6384	10841	6144	2031
6385	10692	7768	10361
6386	4388	2493	9621
6387	6877	6799	1872
6388	8673	10466	1349
6389	1904	1153	688
6390	7904	10916	9646
6391	4955	7929	10474
6392	9914	13541	13536
6393	6964	5825	4220
6394	6004	2894	1145
6395	6182	11762	9263
6396	4642	1873	525
6397	2524	2255	5195
6398	7538	4721	321
6399	8073	3290	1603
6400	9490	10964	8649
6401	5110	8077	9903
6402	11033	5428	6337
6403	5966	3548	2367
6404	7589	3449	2887
6405	5255	2104	1968
6406	10952	5738	5155
6407	7935	12787	10772
6408	12861	11709	9255
6409	2477	3563	4521
6410	5566	12326	11539
6411	1092	1610	286
6412	10290	5183	8741
6413	7246	5390	3230
6414	5677	4282	1637
6415	7152	3987	7188
6416	5811	3549	5438
6417	7765	12466	9948
6418	12325	5987	7198
6419	1730	2884	823
6420	10620	9983	8125
6421	7594	3198	13032
6422	5940	2038	732
6423	9000	3173	11385
6424	3804	3945	3046
6425	7874	5475	2069
6426	3947	2275	264
6427	4088	12674	11653
6428	6283	3787	4168
6429	10804	6792	7355
6430	9042	4970	2931
6431	8154	5610	3890
6432	1112	1342	916
6433	9371	5283	9370
6434	8138	9712	7136
6435	11812	9906	5472
6436	5609	2590	3312
6437	5078	1885	2408
6438	2590	1721	278
6439	5186	2496	1248
6440	9534	9909	6417
6441	11389	11637	11283
6442	4385	6223	10490
6443	8656	11865	7965
6444	5697	12821	12856
6445	12062	8207	10726
6446	8696	3146	12200
6447	5290	2327	3300
6448	13127	12919	12919
6449	5065	3276	2142
6450	1798	2545	592
6451	4300	2952	3688
6452	7760	2883	5583
6453	8241	5756	4888
6454	11375	11698	7605
6455	9720	4015	9661
6456	9016	12692	12779
6457	9065	3632	9053
6458	10458	5181	9777
6459	6834	2444	2047
6460	4746	2169	4769
6461	3799	6338	8862
6462	7630	3127	3682
6463	9802	9286	7375
6464	10345	9169	4853
6465	2345	1435	360
6466	7180	3229	2829
6467	8411	3683	8695
6468	3934	3208	677
6469	3878	2701	394
6470	6031	4451	12110
6471	5981	2651	7844
6472	4748	2322	659
6473	10683	6227	10505
6474	6230	4401	9022
6475	10422	7207	2545
6476	2200	1617	779
6477	8070	7573	4787
6478	7452	7115	3919
6479	7455	12174	5100
6480	6832	3085	3188
6481	6726	10790	6274
6482	4853	1872	4594
6483	3668	4707	14
6484	9950	10303	9043
6485	9132	3184	9909
6486	7447	6763	4180
6487	6589	2050	2722
6488	9142	8531	4818
6489	9408	10138	10190
6490	8243	3647	7818
6491	2131	3309	120
6492	3759	2454	1381
6493	3990	3361	6466
6494	4622	3058	2290
6495	8471	4187	418
6496	8606	5760	4889
6497	2322	8435	13361
6498	11792	7564	10277
6499	5739	2231	3811
6500	6167	3534	2683
6501	4335	2631	2804
6502	8488	7167	5299
6503	8381	5708	7393
6504	8504	5345	13183
6505	4710	2061	3308
6506	9589	5144	9714
6507	9937	6222	8332
6508	2909	8411	11908
6509	6604	4425	5853
6510	6062	5582	2016
6511	5332	1612	361
6512	4147	3944	4649
6513	6883	2930	3922
6514	8652	7270	4317
6515	8198	3358	2592
6516	6651	3681	4246
6517	10470	5560	1657
6518	1781	1951	2874
6519	7330	4298	4398
6520	8137	2770	1849
6521	10678	11610	9240
6522	5393	12289	12584
6523	6559	12968	12949
6524	2971	13086	10061
6525	4585	3018	1351
6526	8314	8474	570
6527	5673	2562	245
6528	9819	6905	10113
6529	5496	1720	2098
6530	5738	11811	11351
6531	3921	6374	11689
6532	2408	1724	513
6533	8459	3445	1478
6534	6613	5877	8132
6535	2382	1875	1764
6536	6555	3463	79
6537	6427	8025	8818
6538	3976	2067	1182
6539	5956	4456	2818
6540	6221	3947	6894
6541	10889	9986	7757
6542	5200	8181	10695
6543	6113	5577	1399
6544	5047	3380	4790
6545	666	2757	1809
6546	6714	3479	854
6547	11430	10550	10242
6548	12079	11940	9854
6549	8942	8876	3303
6550	4631	3109	2866
6551	5119	3594	5460
6552	10581	12632	10725
6553	7170	1847	2802
6554	10081	8049	8361
6555	12472	11518	8304
6556	10600	8270	6136
6557	7635	5653	1272
6558	7272	3250	5117
6559	8670	11109	10325
6560	12248	9215	387
6561	7463	4277	8472
6562	8887	10384	6447
6563	9325	8451	8423
6564	7236	7680	11141
6565	5747	2017	3288
6566	3820	3158	4351
6567	8571	7358	8149
6568	8218	9250	3653
6569	5764	2773	4302
6570	9711	12438	6551
6571	5840	3211	3778
6572	6138	2902	1240
6573	11890	10412	10222
6574	7187	3886	4291
6575	6373	3777	1103
6576	6473	1751	11079
6577	12197	8738	676
6578	788	2008	140
6579	11216	12052	10562
6580	7908	3993	8188
6581	4523	13094	13055
6582	7137	2340	1079
6583	6105	2048	975
6584	6532	2613	4097
6585	3605	1768	1156
6586	4948	2639	2708
6587	12565	9810	9507
6588	6275	4457	2878
6589	5650	1980	2209
6590	7742	10660	6948
6591	11334	12002	10544
6592	5653	3894	1244
6593	12032	13208	8020
6594	8367	6121	9718
6595	12490	11030	11142
6596	8072	5210	8774
6597	7026	3845	4496
6598	6697	8372	13148
6599	7488	2261	6461
6600	6742	4844	4612
6601	9021	5741	6388
6602	3762	2869	838
6603	7385	3995	8193
6604	6317	2582	1091
6605	9603	6167	10415
6606	10428	7033	4877
6607	9118	5212	7611
6608	10331	10792	4150
6609	2681	1822	1827
6610	13389	10859	8225
6611	6855	7481	2941
6612	6779	10359	5854
6613	1726	2205	2326
6614	1719	1645	562
6615	9849	10047	7438
6616	4907	1927	4061
6617	6761	3577	1923
6618	10603	7828	12280
6619	9797	7138	6208
6620	9976	5679	1727
6621	9033	7915	12364
6622	6514	8534	3293
6623	7194	4746	1653
6624	9324	9531	5794
6625	11811	9690	7732
6626	9185	3386	10365
6627	4791	1629	2490
6628	2150	2311	16
6629	7969	3521	7092
6630	9395	9171	6592
6631	11549	6123	9191
6632	6047	3224	2767
6633	7499	2985	6533
6634	7121	7435	8590
6635	8388	4808	8451
6636	10199	11260	7900
6637	7173	4567	9278
6638	6264	3862	4509
6639	5986	8317	1647
6640	8453	11473	6116
6641	10654	11456	7273
6642	8565	4811	7089
6643	11447	9484	5992
6644	7627	6852	3801
6645	9055	10833	9631
6646	6895	2723	1594
6647	5387	11989	11411
6648	7004	10376	10217
6649	11441	11188	11173
6650	9727	11095	10322
6651	6356	2870	528
6652	5338	3882	1993
6653	9583	4073	8368
6654	12087	9703	10964
6655	10972	8364	11855
6656	4511	7796	4578
6657	8850	6024	6721
6658	7759	3972	6676
6659	6803	7555	9111
6660	7972	10428	9065
6661	11696	11683	11300
6662	9828	8155	9364
6663	4912	6197	11311
6664	1828	2575	2253
6665	8332	6566	5944
6666	10753	7865	7591
6667	4858	2422	586
6668	3648	4667	1550
6669	5256	2583	1060
6670	7439	4302	4624
6671	1712	4171	203
6672	9187	10470	9074
6673	8741	11624	6122
6674	3747	8069	9328
6675	8111	11066	4155
6676	6082	2263	1645
6677	7303	13105	13060
6678	2517	1359	1000
6679	8765	4473	6476
6680	4353	6160	8300
6681	6400	2441	2262
6682	8534	7003	8478
6683	8048	3936	723
6684	4322	13041	7334
6685	10102	6692	5415
6686	8710	5622	4854
6687	9576	5997	5682
6688	11040	12908	12910
6689	7289	3374	7878
6690	9305	10697	6083
6691	8005	4219	5125
6692	8979	3000	12943
6693	10648	2990	12567
6694	7091	5663	4388
6695	5584	3774	1552
6696	4981	8167	10680
6697	8649	5633	2112
6698	4569	8276	10786
6699	7350	8247	10007
6700	5938	2577	2215
6701	6655	3533	3315
6702	8628	4769	6348
6703	8069	6101	6997
6704	8195	5839	2639
6705	7425	6882	6172
6706	5284	2636	9028
6707	8894	7857	3540
6708	3688	2278	1029
6709	11473	5394	1786
6710	5623	3241	2667
6711	2422	2314	1741
6712	10619	6605	8432
6713	11098	9280	10115
6714	12491	9572	7401
6715	3571	2234	3658
6716	11262	7117	10146
6717	7398	3934	5304
6718	4028	8287	12894
6719	9057	5409	867
6720	6402	2578	2898
6721	7879	4854	4861
6722	7234	2888	2255
6723	10249	10198	6435
6724	10480	10871	6727
6725	7388	2954	6469
6726	11395	12120	10581
6727	4442	12181	11487
6728	7520	3508	1486
6729	6899	2981	10504
6730	11289	8135	10638
6731	5608	9293	1750
6732	6300	4792	707
6733	8913	7286	8540
6734	4750	6985	7716
6735	5885	2152	6003
6736	11321	9413	11998
6737	3948	9668	3832
6738	8957	6007	6268
6739	7947	4494	6981
6740	7381	2074	4003
6741	6001	3240	1104
6742	5944	5778	5033
6743	7193	3788	913
6744	5785	2695	667
6745	5474	4249	2080
6746	4119	4408	2415
6747	8720	3590	9497
6748	6279	6229	8784
6749	6044	4261	3313
6750	6392	2434	2509
6751	5782	3668	2945
6752	9577	3167	12390
6753	9648	6035	6281
6754	10544	4251	4729
6755	6086	8100	11504
6756	9846	12139	12514
6757	9738	7374	7463
6758	6421	3087	4614
6759	5494	6803	4184
6760	7978	2645	3941
6761	7489	3794	877
6762	10056	7500	11064
6763	3682	4135	33
6764	10100	6628	292
6765	2460	5200	11318
6766	8473	4044	8297
6767	7684	7803	4681
6768	5265	3045	510
6769	5945	2879	2325
6770	9046	5528	3021
6771	6740	3261	309
6772	9928	11803	9273
6773	7816	1700	11010
6774	7682	3979	6062
6775	5033	12254	12561
6776	4974	8447	13474
6777	9233	7689	9669
6778	8350	4897	5151
6779	7952	8026	4963
6780	11937	12905	12907
6781	2717	2592	5429
6782	8110	8884	2135
6783	2520	3112	4308
6784	7460	8185	12709
6785	7867	2945	10201
6786	11127	7756	6998
6787	6578	2603	642
6788	9956	6644	1373
6789	8722	5389	5571
6790	8549	5909	4434
6791	4880	3758	875
6792	5588	7747	7892
6793	10984	11007	12182
6794	6640	3545	4195
6795	8688	12242	12557
6796	8054	7808	7918
6797	6232	2785	3522
6798	11122	8261	12840
6799	7825	11589	9782
6800	9088	5680	6605
6801	7175	8765	7682
6802	7787	13156	13094
6803	9235	11227	12229
6804	7946	4785	3023
6805	7535	6871	4383
6806	6926	4459	4939
6807	2648	2267	4946
6808	7032	3121	7427
6809	4939	6158	6764
6810	5778	3366	3761
6811	9844	7572	6089
6812	5614	2126	1739
6813	1695	2841	85
6814	5173	3518	3889
6815	6139	3625	3285
6816	10708	9193	9468
6817	6927	3487	2603
6818	7718	5484	7347
6819	9243	5922	6675
6820	7223	6898	3314
6821	11130	4373	8121
6822	12844	9975	12031
6823	11286	11213	9702
6824	5514	10801	6722
6825	4673	7980	4583
6826	1494	6818	3079
6827	7448	5764	4110
6828	5148	3523	388
6829	8669	5777	3278
6830	7628	3199	6137
6831	8301	6678	2357
6832	9259	12940	10033
6833	6499	2972	8708
6834	6968	10977	393
6835	5295	8487	3110
6836	5931	3031	1282
6837	1600	6111	10353
6838	5283	3868	2019
6839	7219	3578	2197
6840	3905	2730	1563
6841	5091	12496	8854
6842	11045	10112	12045
6843	6687	3581	6864
6844	6203	4911	5451
6845	6193	3561	2117
6846	7821	4711	4165
6847	11071	9426	6610
6848	8336	8963	5755
6849	7539	1978	767
6850	5064	2890	976
6851	4712	13061	8907
6852	4024	1870	187
6853	6670	4398	2873
6854	8192	7567	6718
6855	6808	3474	1939
6856	6361	2337	2845
6857	3674	1809	2385
6858	8128	6916	7708
6859	10218	13550	13548
6860	4892	3792	53
6861	9163	5682	8474
6862	5184	2421	2424
6863	8683	3943	5174
6864	6460	3249	2211
6865	8633	5209	5717
6866	7486	5978	3220
6867	10534	9619	2693
6868	5135	10920	9647
6869	10075	8236	12801
6870	6333	10802	7848
6871	7624	4211	8928
6872	2853	4789	3305
6873	7877	4521	3771
6874	7003	10146	8560
6875	5465	2559	1337
6876	12674	5325	12955
6877	6881	4061	7963
6878	7747	3336	7425
6879	8961	6169	6767
6880	11963	11523	11243
6881	6002	2482	9565
6882	4832	5747	4105
6883	10379	10612	5070
6884	9870	12131	8829
6885	3523	2242	1848
6886	11091	4360	7748
6887	3932	2239	4202
6888	8781	4062	7616
6889	5919	11111	11159
6890	8512	9705	7734
6891	6145	4717	1214
6892	3508	1817	1932
6893	10369	7877	8743
6894	7181	6622	859
6895	6183	3617	825
6896	5772	2722	1434
6897	11115	11641	8748
6898	9821	11759	11327
6899	8068	6914	6177
6900	10343	10553	4235
6901	6838	3636	4334
6902	11177	9946	5178
6903	6975	6973	6184
6904	6391	9632	1577
6905	7254	5563	1866
6906	4268	2543	390
6907	5863	2968	5899
6908	12085	10299	7468
6909	7652	12313	11532
6910	11149	11057	11146
6911	7705	4231	4075
6912	7334	6912	4189
6913	7536	3890	3193
6914	7948	10858	5081
6915	5707	2717	431
6916	10666	9801	4217
6917	6141	2329	2512
6918	6233	3932	487
6919	10006	11131	10331
6920	9707	5266	9347
6921	5852	4955	6023
6922	10843	8075	10593
6923	7612	5803	5039
6924	6660	4440	4930
6925	6971	8804	1829
6926	4586	9391	5612
6927	6563	2705	681
6928	8171	7546	6715
6929	8962	11474	7276
6930	6411	10120	339
6931	9018	12563	7644
6932	8762	12961	10036
6933	10780	6363	11658
6934	4755	12286	11521
6935	5462	2161	2163
6936	12682	6349	12742
6937	10069	11539	5557
6938	4817	4757	3072
6939	6034	7571	8217
6940	7354	5265	5236
6941	12115	7009	5446
6942	10446	13045	11799
6943	6728	2146	4293
6944	7890	10027	4022
6945	8318	5643	3257
6946	6530	4198	1943
6947	5432	2469	3202
6948	6144	4552	4580
6949	9227	6883	808
6950	9428	3963	11012
6951	9154	8861	4269
6952	3954	3760	350
6953	9898	10243	4548
6954	4227	5277	7998
6955	10920	7630	9645
6956	8390	3130	12087
6957	1542	2091	2205
6958	8678	10874	3154
6959	9591	4626	11723
6960	7815	7334	5659
6961	5145	4910	4407
6962	5831	3091	4292
6963	6756	9422	4868
6964	7878	3984	5066
6965	5939	1884	3568
6966	5768	7480	6260
6967	6241	3541	657
6968	7146	12550	8864
6969	6337	2593	891
6970	7155	5477	1765
6971	2594	7700	48
6972	8719	8234	7058
6973	8572	5869	6226
6974	9026	4400	5333
6975	7484	6423	10066
6976	10380	9574	8488
6977	7600	5521	7075
6978	10572	9115	6168
6979	5760	5238	12466
6980	11223	8955	6349
6981	5159	6887	809
6982	6412	2796	4447
6983	7955	4771	4715
6984	5515	6662	4492
6985	6645	4228	3177
6986	11762	5089	4673
6987	8740	7106	3588
6988	8707	4472	7834
6989	7069	8014	10536
6990	8160	9747	4416
6991	3553	2509	2454
6992	7051	3470	2666
6993	8489	4689	678
6994	9123	4687	2659
6995	5660	5026	5344
6996	5416	11018	11137
6997	5962	12322	11537
6998	7154	4958	5165
6999	7089	3347	4547
7000	6789	3462	1492
7001	6497	2376	7854
7002	13410	10260	10205
7003	5086	6206	7609
7004	5485	4839	1147
7005	10900	5279	12655
7006	9838	11592	7944
7007	7835	6022	6272
7008	10757	11284	7906
7009	5027	13293	8912
7010	5108	4002	3763
7011	5932	1988	3627
7012	9471	5023	8152
7013	12829	12301	9927
7014	7991	2342	4512
7015	7413	10695	10267
7016	12175	8468	1350
7017	9281	6067	7877
7018	7609	10483	9574
7019	6089	13132	10851
7020	12467	6086	10324
7021	8874	11776	11335
7022	6673	3277	3178
7023	2451	3266	1564
7024	9037	5967	6696
7025	9268	5197	8323
7026	7128	4248	977
7027	6339	7682	6742
7028	10311	7449	8181
7029	10625	10095	6906
7030	4091	13376	13332
7031	6786	4253	1700
7032	8064	3177	6777
7033	6842	2358	5311
7034	11302	12316	12594
7035	11532	11176	9697
7036	5693	8563	8918
7037	4850	2184	8814
7038	4897	4364	1813
7039	10485	7911	11304
7040	5754	3538	2738
7041	7046	4084	3700
7042	7723	2867	5242
7043	11211	12267	8838
7044	4365	3056	1521
7045	8998	5790	6875
7046	7822	3051	1679
7047	6222	3133	2347
7048	7576	2188	9958
7049	12227	13523	13511
7050	10919	11642	10446
7051	6785	2861	724
7052	10596	10240	9556
7053	1632	2450	391
7054	5879	6995	5280
7055	8232	4993	5183
7056	7651	12924	11756
7057	10669	5261	11522
7058	10547	4583	11479
7059	9545	12125	12511
7060	6162	3348	4134
7061	9602	3527	8459
7062	7245	4764	3555
7063	8548	4752	2833
7064	4219	2219	620
7065	8037	7881	9785
7066	9540	3335	5475
7067	8384	9159	2680
7068	6796	2943	5490
7069	6380	3458	2662
7070	5339	2432	1058
7071	5194	3106	2540
7072	11644	8626	10088
7073	4563	2302	325
7074	4944	3660	6971
7075	4233	2153	4406
7076	1669	3101	2054
7077	11887	12185	12535
7078	11198	12932	11759
7079	11349	7554	9612
7080	10430	11675	10450
7081	6403	7069	1847
7082	4641	4734	564
7083	7233	5586	2905
7084	10674	12481	9955
7085	10363	8773	3243
7086	1479	2693	9
7087	6494	4259	2110
7088	3068	12724	11677
7089	7216	8081	5385
7090	5729	4245	1876
7091	4836	2423	1045
7092	10563	5592	7359
7093	8701	10956	6285
7094	11972	5310	12866
7095	7221	3613	6227
7096	6224	4812	919
7097	9110	3150	10341
7098	5847	3251	1592
7099	6874	7871	2999
7100	7116	7504	3153
7101	9785	10861	5364
7102	8860	10288	6242
7103	3661	1939	2088
7104	9992	3181	10589
7105	8291	3373	8238
7106	11378	3488	4599
7107	6857	7444	9071
7108	7018	2808	6735
7109	7235	3396	9779
7110	6459	3305	6616
7111	7817	3439	263
7112	9642	4988	4226
7113	5844	2865	2422
7114	4819	3494	1911
7115	10717	7294	5833
7116	9186	4879	4870
7117	6365	2617	3504
7118	10273	5491	5578
7119	8920	5578	4498
7120	4932	7960	8773
7121	7514	3053	2566
7122	9264	5620	8940
7123	12291	8525	4259
7124	8911	3222	5939
7125	12086	9699	5807
7126	6684	3324	4756
7127	8739	4604	8844
7128	11829	7595	11095
7129	10638	7406	4926
7130	5079	13157	13096
7131	6393	5769	4633
7132	7772	8711	4983
7133	6168	4864	2366
7134	8343	5675	4197
7135	4790	3772	3007
7136	5869	4331	4210
7137	11060	6466	2655
7138	10845	12196	7632
7139	10149	6061	7872
7140	7736	5016	4437
7141	8612	5933	10214
7142	6505	12921	12920
7143	2675	3468	2064
7144	9749	12457	8853
7145	8592	3355	7190
7146	8665	3863	4730
7147	8907	5618	3727
7148	9341	5748	7131
7149	12821	7947	11336
7150	9262	5433	726
7151	8112	3585	6867
7152	8841	3368	8215
7153	6219	5122	6990
7154	10106	8551	1430
7155	8585	7805	8286
7156	7199	3877	2685
7157	9580	10806	10285
7158	5458	3327	1607
7159	5005	12348	12615
7160	11958	8151	12653
7161	7421	4802	4845
7162	2264	7000	6378
7163	3814	6668	4834
7164	4792	2596	2737
7165	4399	3576	1013
7166	7405	8109	9923
7167	10713	8113	9344
7168	4851	3029	296
7169	2728	1921	2059
7170	10846	5462	3240
7171	3946	2897	1656
7172	8265	4504	2649
7173	7588	4329	6393
7174	4196	4306	980
7175	9416	5873	2750
7176	11011	10669	9601
7177	10562	8253	8884
7178	4604	5401	478
7179	6416	4905	4098
7180	2109	3100	4525
7181	7327	9196	6829
7182	6360	12030	10555
7183	12944	11583	12326
7184	9150	5995	8200
7185	5391	12374	10647
7186	11828	6031	9130
7187	10296	5421	1479
7188	4561	2799	804
7189	7706	2282	9839
7190	9505	12857	8411
7191	6281	3506	6821
7192	9249	5780	6013
7193	8062	7260	7429
7194	9995	10266	6439
7195	4690	10346	8162
7196	6364	4969	7413
7197	11767	5954	11042
7198	9748	4668	3229
7199	12578	11226	5906
7200	10942	11324	11195
7201	10057	6195	5715
7202	8734	5145	5221
7203	3514	3655	7840
7204	6332	3661	4038
7205	10186	10456	8177
7206	4500	12451	9946
7207	5726	2541	306
7208	11476	11879	12424
7209	10730	4644	13101
7210	10406	5802	7147
7211	4207	3826	514
7212	1496	2410	631
7213	10440	5274	10652
7214	8974	13403	13371
7215	2456	2700	550
7216	5786	4288	2533
7217	7389	7432	8589
7218	10849	12826	4971
7219	5374	11148	10337
7220	9974	9387	5278
7221	6370	5370	1670
7222	11562	11548	12317
7223	6863	3260	3407
7224	11244	9380	10938
7225	6896	2697	747
7226	11687	11617	7288
7227	10076	7040	4878
7228	6238	5509	1794
7229	8337	9848	3099
7230	6738	2755	4517
7231	9541	7879	4958
7232	6540	3925	3921
7233	9145	11992	10540
7234	2137	1931	611
7235	13409	8541	5396
7236	5596	8018	4051
7237	8989	5116	6743
7238	5300	3236	3469
7239	12258	7693	8663
7240	7197	4726	596
7241	9551	4217	6577
7242	10524	7951	12397
7243	6099	4906	1661
7244	8139	7091	3830
7245	7338	6611	1905
7246	10535	12887	12897
7247	9456	4568	8788
7248	11631	11517	11242
7249	8500	6800	1874
7250	10770	11094	7550
7251	8735	11166	4952
7252	6892	3188	7318
7253	7731	5961	8178
7254	9275	4001	7833
7255	5084	3283	2402
7256	5297	5649	3898
7257	8878	6967	3033
7258	2512	1558	475
7259	12444	11613	10436
7260	1506	3834	405
7261	10018	12971	3954
7262	7797	4074	8372
7263	4524	9601	10134
7264	11456	4514	12221
7265	6654	4525	7264
7266	6903	11337	11200
7267	6489	8502	481
7268	1081	12296	12588
7269	13015	11353	12261
7270	3659	5897	3752
7271	12207	12959	11773
7272	5612	8412	10884
7273	9774	5881	3598
7274	7285	3486	1865
7275	10868	7528	12119
7276	4342	2201	691
7277	8866	10418	1966
7278	7417	11438	6312
7279	4829	5264	10631
7280	12582	10052	10176
7281	11836	12517	10692
7282	7143	3773	2827
7283	5627	2725	1312
7284	5798	4450	9590
7285	11806	11192	10347
7286	6601	5561	3562
7287	8239	8645	1174
7288	7784	13193	13129
7289	7376	3210	4975
7290	9939	9096	3643
7291	7366	3757	1447
7292	8610	5821	3377
7293	7516	3775	1172
7294	6766	5546	6814
7295	13096	11261	12235
7296	5948	9640	7404
7297	8342	5520	906
7298	7075	2729	907
7299	5473	10182	8562
7300	12923	9311	2528
7301	9915	9787	6877
7302	11136	10238	9035
7303	11608	10256	6672
7304	10789	9133	1571
7305	8950	9765	4755
7306	10356	10855	8224
7307	3847	2463	4409
7308	5239	11092	8254
7309	8004	4759	2510
7310	7891	4315	6386
7311	5347	10319	6681
7312	7257	3471	2830
7313	10153	10436	6452
7314	8601	4956	8512
7315	5531	4230	319
7316	6629	3911	2443
7317	8785	6974	4089
7318	4093	11418	10396
7319	12552	12344	12613
7320	6851	3557	1885
7321	6217	3021	583
7322	10289	5008	7455
7323	6123	3595	2160
7324	6581	3622	2028
7325	5090	10462	9069
7326	10046	3928	8981
7327	12560	7495	12113
7328	12020	9469	8958
7329	6185	3899	2086
7330	4422	2776	2698
7331	883	3762	31
7332	6812	7983	10511
7333	5702	9132	5968
7334	3537	6125	8703
7335	9256	6553	7067
7336	8284	4323	5452
7337	11361	11295	12247
7338	9512	9835	5040
7339	10196	8692	4825
7340	6103	5589	1418
7341	8173	4745	6346
7342	8620	5448	2389
7343	9192	6999	5282
7344	7824	4214	122
7345	11590	12099	10576
7346	8949	4916	2796
7347	6065	2967	1069
7348	4881	3094	2794
7349	12351	8145	9355
7350	7663	5522	3301
7351	6419	7125	3436
7352	1927	3070	964
7353	8119	3526	4188
7354	12762	12039	11432
7355	10941	9633	10957
7356	11507	8112	11518
7357	7992	6854	4504
7358	9380	5095	10290
7359	5364	4515	2453
7360	3542	2094	6269
7361	10811	13123	13072
7362	3803	2110	536
7363	8630	4374	4120
7364	7055	4292	4201
7365	12513	9877	2203
7366	5423	12752	11691
7367	6991	4281	4618
7368	7740	4162	5942
7369	6705	6921	996
7370	4670	1986	842
7371	6713	2727	3117
7372	9587	8594	2768
7373	6537	3238	629
7374	9762	6295	7635
7375	4404	7367	4658
7376	9786	7446	8596
7377	11750	13059	13023
7378	5463	2860	44
7379	7262	2634	7448
7380	10163	11240	8692
7381	10505	10276	11026
7382	8165	9287	10118
7383	10039	4328	1121
7384	8282	4136	2824
7385	10905	10949	9149
7386	2403	2531	47
7387	5845	3846	1799
7388	4372	4991	1893
7389	4567	2049	1652
7390	12448	10656	9098
7391	6631	4324	4527
7392	7217	3273	2046
7393	5661	9282	6600
7394	8434	8793	5410
7395	10015	9755	6406
7396	12159	6112	11182
7397	10964	7283	10994
7398	6404	2764	1922
7399	9751	5902	7769
7400	2498	2882	127
7401	11640	9557	6383
7402	9397	7123	5809
7403	6977	4701	2462
7404	5313	2430	1695
7405	5371	5558	4275
7406	9953	6360	11655
7407	7939	8306	11765
7408	7201	5737	2159
7409	4789	2117	1259
7410	6944	12130	410
7411	13338	8806	7071
7412	5014	10641	9096
7413	11749	10148	12052
7414	8104	7776	9187
7415	4126	2872	1715
7416	10037	4033	12239
7417	8450	3369	3764
7418	9273	7884	5095
7419	6979	2703	1861
7420	7674	10199	1364
7421	1371	2160	2161
7422	7359	6528	1429
7423	8184	6096	7890
7424	6409	3057	1947
7425	7084	3827	2728
7426	5725	5289	8399
7427	5662	4290	6609
7428	4377	4731	484
7429	13063	8845	6806
7430	5684	11428	12283
7431	7401	4946	3439
7432	10944	7222	9514
7433	11522	13194	13130
7434	4255	2310	465
7435	8279	5167	8728
7436	9997	6106	7256
7437	11906	7944	10480
7438	10714	11492	12302
7439	5303	2419	2172
7440	13087	9587	6004
7441	8168	3682	4248
7442	6242	4381	3751
7443	10850	11573	7942
7444	6875	5103	1666
7445	9664	5711	10124
7446	8130	5668	5436
7447	12261	5749	6860
7448	4416	6235	11386
7449	8085	4240	5005
7450	5209	10783	9120
7451	9952	3848	7358
7452	12013	10378	5199
7453	12021	8281	10794
7454	8593	7791	12249
7455	11230	5119	7545
7456	11849	6291	10607
7457	12792	12337	11542
7458	6369	2881	2286
7459	8975	8997	7081
7460	8992	6541	1858
7461	11268	5996	10258
7462	11917	12328	11540
7463	5518	4827	3725
7464	7981	3039	610
7465	9405	3409	7981
7466	6268	3247	1289
7467	13223	13498	13481
7468	10137	12848	5392
7469	7827	10901	7219
7470	11050	11611	9241
7471	8013	4376	5317
7472	9411	7147	4216
7473	6114	4111	9418
7474	8045	4448	4560
7475	8266	11390	10390
7476	7525	4431	7477
7477	6408	3603	3842
7478	9240	8318	8415
7479	12621	7515	9598
7480	10327	11981	10537
7481	8321	8231	6789
7482	8826	3308	1995
7483	12014	8662	1456
7484	11256	7032	8961
7485	10608	9704	2633
7486	5922	13495	13477
7487	11352	13190	9429
7488	5293	3207	2096
7489	6960	4090	9939
7490	4773	13042	13010
7491	10223	6538	5940
7492	10023	5946	8584
7493	5775	4203	3793
7494	10383	10635	7202
7495	7931	5073	3760
7496	8432	5742	3431
7497	6253	4712	4483
7498	7456	6754	3978
7499	11134	10441	11040
7500	8419	5120	6500
7501	11021	9818	4898
7502	13236	9023	5262
7503	9321	3542	2266
7504	6527	2614	4204
7505	10032	9307	6370
7506	9808	5137	4350
7507	6985	2513	5924
7508	10682	7755	6510
7509	8292	5027	1894
7510	4375	2925	1028
7511	8289	7028	3821
7512	7212	12073	12495
7513	9425	6707	2727
